id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
02-02-36-01,1,02-02,['02-02-07-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[1.0, 0.18931979501436377, 0.15150229628842654, 0.2153067328196694, 0.13606502415047714, 0.06901448808377804, 1.0, 1.0, 0.09865315834144617, 0.08120366506253687, 1.0, 0.05893484023930205]"
02-02-37-02,2,02-02,['02-02-07-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.03748080290443552, 0.030031827093362454, 0.046226598725319354, 0.028276612128945836, 0.014670476455314862, 1.0, 1.0, 0.021190285366194727, 0.016988378394782, 0.7924711849837615, 0.012663833947883592]"
02-02-38-03,3,02-02,['02-02-07-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.18061499382762292, 0.15252459696339174, 0.21127954286933295, 0.1356822566744603, 0.07192168759050233, 1.0, 1.0, 0.10235565250137856, 0.08344454715068353, 1.0, 0.06217672242262771]"
02-02-39-04,4,02-02,['02-02-07-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[1.0, 0.18447246483945184, 0.1533077957211128, 0.21155664242535782, 0.1357757874202144, 0.07074571596727458, 1.0, 1.0, 0.10067814707395634, 0.08264151391936105, 1.0, 0.06082193263327114]"
02-02-40-00,0,02-02,['02-02-08-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.026744134214998227, 0.028739600270624555, 0.021935806134510072, 0.25891908477512954, 0.08206677484502574, 0.2506760999941488, 0.012877437435933918, 0.015181250893787366, 1.0, 0.0464379515367647, 0.014323099837582969, 0.24209876006149406]"
02-02-41-01,1,02-02,['02-02-08-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.020837122738396337, 0.022648072186693, 0.017543149126704672, 0.16049646661789793, 0.06361124762444031, 0.30577666720376223, 0.010175158433310546, 0.011956308893564898, 1.0, 0.037998201616001315, 0.011346273056114008, 0.33761133250311476]"
02-02-42-02,2,02-02,['02-02-08-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.0282857179614961, 0.030085680714778098, 0.023029882005556477, 0.2677491025310507, 0.08336459405787429, 0.2250683376466099, 0.013633059458580964, 0.01609267230898113, 1.0, 0.0476001662474878, 0.015170136575174083, 0.24992065049241036]"
02-02-43-03,3,02-02,['02-02-08-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.02739835942350849, 0.03209628852737438, 0.024501355551178095, 0.21773768681547945, 0.11352797734561457, 1.0, 0.013346584473634054, 0.015536290963848278, 1.0, 0.06555442908649861, 0.014850663283916217, 0.475450364528948]"
02-02-44-04,4,02-02,['02-02-08-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.01811723888567219, 0.01989174255915379, 0.014480134394197014, 0.5797817388567486, 0.06940228493131993, 0.15419026790508558, 0.008410571458825575, 0.009929969439416085, 1.0, 0.03240841356881358, 0.009284374812716163, 0.08410326318805154]"
02-02-45-00,0,02-02,['02-02-09-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.03761673359880433, 0.1933806506357803, 0.4169520169817711, 0.07602603345848018, 1.0, 0.11648655423292187, 0.0204485304847483, 0.020963675092532243, 0.06215800216234037, 1.0, 0.022800476890099876, 0.03316732646252146]"
02-02-46-01,1,02-02,['02-02-09-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.05360155794246136, 0.18283107423460163, 0.0964222752836616, 0.2564241506363043, 1.0, 1.0, 0.025297894672090985, 0.02744702142542485, 0.26379811754187416, 1.0, 0.02753722556007104, 0.06664068270351017]"
02-02-47-02,2,02-02,['02-02-09-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.004650503593681201, 0.01737871064667809, 0.011576221349883415, 0.014676165401602782, 1.0, 0.9246800265801568, 0.002320523733183492, 0.0024738035573145804, 0.014243868717944344, 1.0, 0.002550440862512895, 0.005449735557042292]"
02-02-48-03,3,02-02,['02-02-09-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.03710102371455282, 0.15924198644585785, 0.12014790909232262, 0.10098065670995349, 1.0, 0.39291965211823804, 0.01891152345394745, 0.019936749285140963, 0.09041403112570828, 1.0, 0.020845635308103596, 0.039500832746175]"
02-02-49-04,4,02-02,['02-02-09-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.04395009203102165, 0.18697905787403418, 0.19221349164929177, 0.10359030675570179, 1.0, 0.26383264493682207, 0.023158567916530273, 0.02416611631263943, 0.09162480086286412, 1.0, 0.02570192561254487, 0.044782996048549836]"
02-02-50-00,0,02-02,['02-02-10-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.43853048160468766, 0.09840491659794211, 0.0947946054835715, 0.10694995883698961, 0.07509319536236002, 0.04224691860953363, 1.0, 1.0, 0.05827564853584956, 0.04891323110629344, 1.0, 0.03679104386277243]"
02-02-51-01,1,02-02,['02-02-10-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.09091992151517386, 0.03774532235756779, 0.04191074495139442, 0.037881216123356855, 0.028838375148709922, 0.016905031513766273, 1.0, 0.6888336278749069, 0.022544978787018017, 0.019722514917418898, 1.0, 0.01469826681068714]"
02-02-52-02,2,02-02,['02-02-10-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.03241183361611274, 0.015807539055647274, 0.01883825221130816, 0.015155665652084354, 0.011944057966950139, 0.007044352636821346, 0.7868470754735138, 0.08831431893002929, 0.009250809789138243, 0.008298917652169818, 1.0, 0.006087177016224832]"
02-02-53-03,3,02-02,['02-02-10-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.34360378426875027, 0.11833847636947604, 0.12704764246051228, 0.11358677195837114, 0.08601476056245648, 0.04822523849126087, 1.0, 1.0, 0.06460366344025845, 0.05721402645895031, 1.0, 0.041365635989964164]"
02-02-54-04,4,02-02,['02-02-10-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.379096345483495, 0.11094359153616323, 0.11355643446499904, 0.11171999145895746, 0.08214692173808652, 0.046103251764460354, 1.0, 1.0, 0.06248151486342054, 0.05416452368142986, 1.0, 0.03978742500898806]"
02-02-55-00,0,02-02,['02-02-11-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.011112588190399798, 0.01152442863027795, 0.010737491740792514, 0.02723212441178065, 0.02023620612997643, 0.06867278097419276, 0.006334836212031414, 0.007330481639567445, 0.8115151059844894, 0.01798007965722746, 0.007323876429264231, 1.0]"
02-02-56-01,1,02-02,['02-02-11-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.05022872219979721, 0.05289033533345914, 0.04864754800522553, 0.13024118462949336, 0.09684177575097588, 0.4418549104794973, 0.02827219288228176, 0.03269851603891072, 1.0, 0.08575432806232527, 0.03257048661803393, 1.0]"
02-02-57-02,2,02-02,['02-02-11-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.043977729507238265, 0.04683744664873089, 0.04313084194231059, 0.11448600030815373, 0.08692751667952094, 0.5048021139153465, 0.024741636353627805, 0.02856215038154111, 1.0, 0.0780417658290589, 0.028492798434471278, 1.0]"
02-02-58-03,3,02-02,['02-02-11-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.019337719225963026, 0.02125400308297396, 0.01984645323560522, 0.049124562119023864, 0.040234629310670435, 0.7757582961333722, 0.010949182185569197, 0.01255926933563381, 1.0, 0.038314324962128686, 0.012621560409059488, 1.0]"
02-02-59-04,4,02-02,['02-02-11-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.03370006272370333, 0.03443357113437208, 0.03261668860547986, 0.0772114765359546, 0.05779142329812644, 0.1565845473313126, 0.019527665420580688, 0.022594915452539378, 0.4911387437930509, 0.05172104464763092, 0.022679861057249204, 1.0]"
02-03-00-00,0,02-03,['02-03-00-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[1.0, 0.02802192712488976, 0.5378097798691372, 0.008726674282722596, 0.012517551908468228, 0.059080029432513365, 0.02006539876641542, 0.31070438208024115, 0.0070405947373016016, 1.0, 0.0160336617983107, 1.0]"
02-03-01-01,1,02-03,['02-03-00-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[1.0, 0.10719751717817753, 0.2824955298838308, 0.038633491048463815, 0.051189744366739065, 0.3392842462173212, 0.08953397819265009, 1.0, 0.03172765346297879, 1.0, 0.05993783964983869, 1.0]"
02-03-02-02,2,02-03,['02-03-00-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.13987616201568198, 1.0, 0.041470235652084034, 0.07090639108026767, 0.18609804730689294, 0.1005612842695034, 0.33625706518444193, 0.033288970217044786, 1.0, 0.09154184427408334, 1.0]"
02-03-03-03,3,02-03,['02-03-00-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.050923212567647785, 0.5306822412961534, 0.011119344108537798, 0.012108178094309292, 0.17685428611090284, 0.0185049751648227, 0.1683226857395001, 0.00861763148316476, 1.0, 0.022867445434961487, 1.0]"
02-03-04-04,4,02-03,['02-03-00-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[1.0, 0.16652928541574002, 1.0, 0.034203198573052034, 0.04066571137621027, 0.30133746549807267, 0.05931701523175199, 0.2904015672719628, 0.02643559289040226, 1.0, 0.08111016374280797, 1.0]"
02-03-05-00,0,02-03,['02-03-01-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.13909231570612446, 1.0, 0.087767618025383, 0.3326598378911463, 0.017100883766078444, 1.0, 0.022691253938205595, 0.059854187697118255, 0.055210731086027975, 0.05761154981048958, 1.0, 0.22801162207942657]"
02-03-06-01,1,02-03,['02-03-01-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.060987949900814145, 1.0, 0.03244414395040043, 0.16274750376087246, 0.007256781144061743, 1.0, 0.009778199384582766, 0.027945591963585672, 0.025104954665872682, 0.022909388255837573, 0.5499684192223607, 0.10085706775161186]"
02-03-07-02,2,02-03,['02-03-01-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.1317660282421032, 1.0, 0.15735653128834987, 0.24547976064999272, 0.021569296704927098, 1.0, 0.02750306515930152, 0.06030374795385289, 0.05961904076649104, 0.07863384445427207, 1.0, 0.21776868478070957]"
02-03-08-03,3,02-03,['02-03-01-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.12351307850403657, 1.0, 0.10869007387676416, 0.34665780068289725, 0.01844973469654046, 1.0, 0.023970748781292496, 0.05687986452246199, 0.057286765146987335, 0.06348277279375025, 1.0, 0.2010691609952696]"
02-03-09-04,4,02-03,['02-03-01-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.2061372299774724, 1.0, 0.08822246531611826, 0.14861879195872837, 0.015643640103105046, 1.0, 0.02095035740878877, 0.05909227704494955, 0.04309542412378183, 0.05959721958531913, 1.0, 0.3586425944817367]"
02-03-10-00,0,02-03,['02-03-02-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.3779130482764495, 0.07068150247760595, 1.0, 0.0358270048152654, 0.14288914668845606, 0.06928785000985534, 0.10512742426569488, 0.09724123533045705, 0.030829502199958305, 1.0, 0.07020328593625737, 1.0]"
02-03-11-01,1,02-03,['02-03-02-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.4027723618397074, 0.1092314055894778, 1.0, 0.03911897448788599, 0.060022347791385794, 0.0791799884390748, 0.059671437314482746, 0.0762771423540831, 0.031159348811347642, 1.0, 0.14256699337255485, 1.0]"
02-03-12-02,2,02-03,['02-03-02-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.06933828959814131, 0.06269383583181849, 1.0, 0.019669019258916502, 0.018755087843679914, 0.03550413725621315, 0.019913714014565344, 0.027507782073505665, 0.01491434401752381, 0.30975185690759127, 0.1480357504601949, 0.27391618273784973]"
02-03-13-03,3,02-03,['02-03-02-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.7793813408855086, 0.04368592657377832, 1.0, 0.008896875465614499, 0.009884139253632266, 0.021168649931734215, 0.01071784386324965, 0.016040922240004165, 0.00667233037826567, 1.0, 0.10355197140821268, 1.0]"
02-03-14-04,4,02-03,['02-03-02-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.7257599939720739, 0.05231070664812603, 1.0, 0.010280288351878311, 0.011193798690758398, 0.024521731708977305, 0.012171613980812785, 0.01830709652725471, 0.007684141894350816, 1.0, 0.1377706282257677, 1.0]"
02-03-15-00,0,02-03,['02-03-03-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.055409058195571806, 0.17042739655241945, 0.05495604585740709, 1.0, 0.021937504823357677, 0.4045180982472055, 0.02858471223331515, 0.05942475006922042, 1.0, 0.038928410872407906, 0.08010664870894098, 0.08570737444015403]"
02-03-16-01,1,02-03,['02-03-03-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.05320621510456596, 0.1490619374137482, 0.05140987451936116, 1.0, 0.021125563760533077, 0.4481428202372467, 0.027688008806166006, 0.05870626662704655, 1.0, 0.036928734842227876, 0.07135825048443185, 0.08237232820467247]"
02-03-17-02,2,02-03,['02-03-03-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.10354180190168966, 0.26364886310861446, 0.08547052719165192, 1.0, 0.036743686537985744, 1.0, 0.04980630681927226, 0.1252877351545684, 1.0, 0.06472261557587031, 0.1077266727280043, 0.163051790982343]"
02-03-18-03,3,02-03,['02-03-03-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.09426581081982387, 0.33152969683211136, 0.07828849931836608, 1.0, 0.03180016394908381, 1.0, 0.042880008462989665, 0.10683117818064766, 1.0, 0.05851553534362914, 0.10784670019225624, 0.1480424069010922]"
02-03-19-04,4,02-03,['02-03-03-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.027545390592883988, 0.0957661672889731, 0.0260433906087358, 1.0, 0.010341455793666654, 0.6972063205142296, 0.013600730603206893, 0.02967726553542059, 1.0, 0.018696107093536318, 0.03841199494773496, 0.04271117702161206]"
02-03-20-00,0,02-03,['02-03-04-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.18471480197672188, 0.054346603000433806, 0.15555848346385304, 0.039041805817258635, 1.0, 0.07211752629043956, 1.0, 0.2819320507362857, 0.037738471976621245, 0.12859523759561303, 0.04595501914277306, 1.0]"
02-03-21-01,1,02-03,['02-03-04-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.1845551040820722, 0.05724659953943981, 0.194870743452346, 0.04042234669334345, 1.0, 0.07291953928765818, 1.0, 0.2138461046382574, 0.03872555396776877, 0.14800150474329923, 0.0494125035958149, 1.0]"
02-03-22-02,2,02-03,['02-03-04-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.1785016934737126, 0.058178047426927684, 0.21720461142851785, 0.0408266432906736, 1.0, 0.0725433725332843, 1.0, 0.18818583421558432, 0.03895865469564468, 0.15479577397359187, 0.05080536896206292, 1.0]"
02-03-23-03,3,02-03,['02-03-04-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.20553046590413743, 0.04859755457069373, 0.2321696771784164, 0.032422856956461646, 1.0, 0.06096901305126784, 1.0, 0.17531880127581756, 0.03047926803387852, 0.17245831601879313, 0.042054047010533745, 1.0]"
02-03-24-04,4,02-03,['02-03-04-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.18214140373971305, 0.057602510375284056, 0.17473730319219294, 0.04135714652933116, 1.0, 0.07472296539874283, 1.0, 0.24234451599106316, 0.03990060879786099, 0.13789543141355592, 0.04929811456225585, 1.0]"
02-03-25-00,0,02-03,['02-03-05-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.1468186623039337, 1.0, 0.05680940924941007, 0.21000452973026001, 0.01548511323119038, 1.0, 0.021534567171054196, 0.07521727824642313, 0.054686934902929314, 0.04441047327059879, 0.11443756247709112, 0.26059546941710915]"
02-03-26-01,1,02-03,['02-03-05-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.06793912210897479, 0.1361163561937094, 0.038837248465194575, 0.3082745113140597, 0.01642849107308649, 1.0, 0.02359160644774413, 0.09467090486380832, 0.12210572004123087, 0.031689176671231625, 0.04277338216198432, 0.11757348065897572]"
02-03-27-02,2,02-03,['02-03-05-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.0535045343816417, 1.0, 0.02777764708958835, 0.657303733754323, 0.008447809353249137, 1.0, 0.01169601311940642, 0.038405706613348446, 0.04013468310250572, 0.021423808508888236, 0.05165041038591338, 0.08965565369113566]"
02-03-28-03,3,02-03,['02-03-05-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.18650237955233, 1.0, 0.0519250287122942, 0.1109716387334214, 0.012769261450698568, 1.0, 0.017759603997350642, 0.06331972588696655, 0.03808879604061072, 0.040832061372741826, 0.1165142397814031, 0.36131726447218293]"
02-03-29-04,4,02-03,['02-03-05-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.13953518149802152, 1.0, 0.05678991049075093, 0.2263321643645523, 0.014956655148948048, 1.0, 0.020676901697191694, 0.06930192838568318, 0.05290743183369409, 0.04370465029822831, 0.13257026110615563, 0.24322491517677422]"
02-03-30-00,0,02-03,['02-03-06-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.018616399269913105, 0.006172783802214268, 0.012693270228474047, 0.0047332558657695355, 0.8363550448641566, 0.00887653236457714, 1.0, 0.0916531171997434, 0.004706808251594131, 0.011143704760919365, 0.005049083392638517, 1.0]"
02-03-31-01,1,02-03,['02-03-06-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.016586535484744442, 0.006313815354659868, 0.012836120192008915, 0.004947137971590262, 1.0, 0.008854732686867183, 1.0, 0.05030305839825625, 0.0049543395548794006, 0.010909957830324134, 0.005232003589484643, 0.8790622989371849]"
02-03-32-02,2,02-03,['02-03-06-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.14298775849172238, 0.03834233391192403, 0.09056865641196815, 0.02804405618807809, 1.0, 0.05431669699891146, 1.0, 0.5059059079398714, 0.02738178845387883, 0.08100439585655904, 0.0314484057470866, 1.0]"
02-03-33-03,3,02-03,['02-03-06-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.17055190457045186, 0.045152840629433186, 0.09059508369842631, 0.03379802305428994, 0.4383857079362416, 0.06836594776112764, 1.0, 1.0, 0.03336595540062662, 0.08373759352771097, 0.03604694342169184, 1.0]"
02-03-34-04,4,02-03,['02-03-06-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.13013607025451243, 0.04517798294608177, 0.09382620244643514, 0.03479956187446481, 1.0, 0.06410649010346241, 1.0, 0.47887680213640227, 0.034642397239669186, 0.08124428561287206, 0.03719020738609988, 1.0]"
02-03-35-00,0,02-03,['02-03-07-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.2985131699790643, 0.05076248724650842, 0.07167100159819782, 0.037575708441780466, 0.06450793021284658, 0.11104671831167956, 0.22215069035648827, 1.0, 0.0369337279737668, 0.07085912392435044, 0.0359794419553173, 1.0]"
02-03-36-01,1,02-03,['02-03-07-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.06629405136319451, 0.02517063629821117, 0.03236973711479465, 0.02129565424543729, 0.03100167225022793, 0.051237749364587824, 0.08542960475600303, 1.0, 0.022176087985636254, 0.029715921430200156, 0.018396832420291664, 0.6169120527714156]"
02-03-37-02,2,02-03,['02-03-07-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.2671657823997527, 0.055877802564477226, 0.07599712372487627, 0.04237978241118441, 0.06749988313635022, 0.12442472731417453, 0.21109058454684684, 1.0, 0.04203618237294399, 0.07398737702062932, 0.039540754508764535, 1.0]"
02-03-38-03,3,02-03,['02-03-07-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.2547965906173276, 0.05964337722488125, 0.07836607234083716, 0.045968999005636155, 0.06771272075595973, 0.1369059278162972, 0.19317069416488722, 1.0, 0.0458616981662467, 0.07559835976808571, 0.04197556013984126, 1.0]"
02-03-39-04,4,02-03,['02-03-07-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.30338902691532277, 0.05378370773823919, 0.07339625406446894, 0.04000938954471343, 0.06317957272651639, 0.12295171057513442, 0.19387311330500395, 1.0, 0.03936792960051804, 0.07230583261564169, 0.03774346291444125, 1.0]"
02-03-40-00,0,02-03,['02-03-08-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.07887260579762481, 0.11912417074442806, 0.0727250848974064, 1.0, 0.036938929282882026, 0.28346903849306354, 0.0493202169915999, 0.10541392846807944, 1.0, 0.05517611804109123, 0.07611969607324212, 0.12284021121058236]"
02-03-41-01,1,02-03,['02-03-08-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.07930044516677746, 0.13459586003284862, 0.07766133300915447, 1.0, 0.03714656460315258, 0.2584602211011042, 0.048688577970667536, 0.09759464434422685, 1.0, 0.05723940113828661, 0.08668726385918621, 0.12262568877459559]"
02-03-42-02,2,02-03,['02-03-08-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.07613272285794337, 0.12185973240889518, 0.07037816895569544, 1.0, 0.034801251504350914, 0.30367486478574873, 0.04637320044415316, 0.0993936390889573, 1.0, 0.053096318672682365, 0.07583867460467014, 0.11845142667690342]"
02-03-43-03,3,02-03,['02-03-08-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.07633164176870573, 0.12106968831557972, 0.07040115689800075, 1.0, 0.034956987056148796, 0.3029711311441299, 0.04661865164882898, 0.10014296556558518, 1.0, 0.05318876235317758, 0.07551126440957862, 0.1188077508402647]"
02-03-44-04,4,02-03,['02-03-08-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.03486453763064731, 0.04874340838761449, 0.032085379266040576, 0.5768727479993728, 0.016948564542685386, 0.10846770392391121, 0.02268847668334619, 0.04815183941352303, 1.0, 0.024527185520224117, 0.03226679529313591, 0.05438336133949913]"
02-03-45-00,0,02-03,['02-03-09-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[1.0, 0.1893694320407949, 1.0, 0.05626158400114667, 0.10186710426066414, 0.1498940530778086, 0.1089480820892435, 0.16035387338771515, 0.044638518828635135, 1.0, 0.1886673523139918, 1.0]"
02-03-46-01,1,02-03,['02-03-09-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[1.0, 0.16491712773488398, 1.0, 0.05275058033106679, 0.11142214411567633, 0.15624058983797312, 0.12663385229573926, 0.20513556701148863, 0.04251776370745888, 1.0, 0.14038237496571296, 1.0]"
02-03-47-02,2,02-03,['02-03-09-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.13479607820194042, 1.0, 0.0504449199017327, 0.1384011105956423, 0.14070717717837844, 0.15365205973018464, 0.22652685422479463, 0.04162270764412761, 1.0, 0.11384909252319933, 1.0]"
02-03-48-03,3,02-03,['02-03-09-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[1.0, 0.2606190576186471, 1.0, 0.04290048028885952, 0.05393475538061311, 0.2135451438922189, 0.06957475994897593, 0.17058307546242463, 0.03262064041345508, 1.0, 0.1562220869948056, 1.0]"
02-03-49-04,4,02-03,['02-03-09-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[1.0, 0.17926074095939742, 1.0, 0.052770803586471834, 0.10066663924286502, 0.16185199096005942, 0.1158119447578226, 0.19523426412607695, 0.04208620680967549, 1.0, 0.1523174095576312, 1.0]"
02-03-50-00,0,02-03,['02-03-10-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.14966103638053646, 1.0, 1.0, 0.045858955749399646, 0.015827627219542797, 0.2087950439272303, 0.01926450935146459, 0.037039854766555955, 0.024694826599376985, 0.13863991160343975, 1.0, 0.3602182344024536]"
02-03-51-01,1,02-03,['02-03-10-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.04236650572010974, 1.0, 0.6867768171312457, 0.030337840246045654, 0.009322022874662137, 0.06329983216061844, 0.011146619078016442, 0.0196962915077159, 0.016128906656451066, 0.04181195871447251, 1.0, 0.07911320591066244]"
02-03-52-02,2,02-03,['02-03-10-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.13609555233956763, 1.0, 1.0, 0.09339277606200443, 0.034966666294808685, 0.16322199934748313, 0.041043367127304116, 0.06853336690824012, 0.054895787312000136, 0.14869863706583653, 1.0, 0.25915184754275516]"
02-03-53-03,3,02-03,['02-03-10-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.06515715690343236, 1.0, 0.4737126479038982, 0.039107226237958544, 0.009926272208688415, 0.18198471395387275, 0.012178041595895276, 0.023620684076426333, 0.01845886298853135, 0.052640684840348416, 1.0, 0.12321370929094842]"
02-03-54-04,4,02-03,['02-03-10-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.06989325369019651, 1.0, 0.30778259477948045, 0.04193483897805476, 0.009831630056768265, 0.3323839891486086, 0.012154258115378206, 0.024221277222078525, 0.018931081532107978, 0.05190165679251101, 1.0, 0.13096541968481576]"
02-03-55-00,0,02-03,['02-03-11-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[1.0, 0.04043995367322959, 0.10126399617346037, 0.023598249449709927, 0.07776472000919109, 0.07323595681062584, 0.4840518521088277, 1.0, 0.02151189833222501, 0.14896916062518234, 0.029164212817548187, 1.0]"
02-03-56-01,1,02-03,['02-03-11-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[1.0, 0.04873059735237012, 0.09818788406960462, 0.030033138562007077, 0.08131928802453074, 0.09499587206409738, 0.4634351996727813, 1.0, 0.027796676751685956, 0.12080164187788574, 0.0346997016250371, 1.0]"
02-03-57-02,2,02-03,['02-03-11-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.029431784841967425, 0.1146437549047161, 0.01611936931905413, 0.06991575696644109, 0.04787625612020259, 0.3455826225521267, 1.0, 0.014450304088843516, 0.3402175660435923, 0.021762585163056125, 1.0]"
02-03-58-03,3,02-03,['02-03-11-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.1719587392292159, 1.0, 0.04916181156969219, 0.08983560037186164, 0.17545890178888662, 0.11239855363165298, 0.23268568908301998, 0.039204482866123117, 1.0, 0.1292962214595477, 1.0]"
