id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
01-02-41-01,1,01-02,['01-02-08-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.029254642219972433, 0.5128258174775122, 0.02581650985080119, 0.018084734540773327, 0.027483861907125356, 0.07954818471210442, 0.03120334850776518, 0.066848015611319, 1.0, 0.20893488517262676]"
01-02-42-02,2,01-02,['01-02-08-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.03865319028233946, 0.3337309143908096, 0.03411186101142264, 0.025009328167155346, 0.03829007492630152, 0.12789267136578694, 0.04918160369696494, 0.11713638214894453, 1.0, 0.235993974010275]"
01-02-43-03,3,01-02,['01-02-08-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.03991243620720796, 0.30489731872179077, 0.035195782458663255, 0.026086335337215143, 0.03987972176303246, 0.13684449563033643, 0.05287431069493288, 0.1295012986250282, 1.0, 0.23480830056179292]"
01-02-44-04,4,01-02,['01-02-08-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.03895391380457981, 0.3272574611604181, 0.0343422526364438, 0.02524571590476747, 0.03855308214465512, 0.12887278068429878, 0.049777274125438496, 0.11888022013838559, 1.0, 0.23811729940101276]"
01-02-45-00,0,01-02,['01-02-09-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.07804723159855986, 0.18800526929681316, 0.054196608007964886, 0.049055564921614676, 0.04521462412935191, 0.08981707567897784, 0.05338375569921719, 0.09250631809450281, 0.3497735525729975, 1.0]"
01-02-46-01,1,01-02,['01-02-09-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.08011399637719828, 0.19045178696063128, 0.05529797211781308, 0.049974687179983636, 0.0457419559992441, 0.09009405704558553, 0.05352904491965514, 0.09233368893822866, 0.3424628104616602, 1.0]"
01-02-47-02,2,01-02,['01-02-09-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.06822106639274049, 0.21583718634606652, 0.049240108925687545, 0.04017237868685463, 0.040792465006442194, 0.08146837284347784, 0.04496648700934751, 0.0790624612799501, 0.38023947350943316, 1.0]"
01-02-48-03,3,01-02,['01-02-09-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0797304322510668, 0.19229961005499943, 0.05511603902321675, 0.04944031028678399, 0.04551197246098368, 0.08959172401858849, 0.052955619627344235, 0.09140465659975074, 0.3439496356772659, 1.0]"
01-02-49-04,4,01-02,['01-02-09-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.08151955478472414, 0.1840427491216763, 0.05600335013660478, 0.05203663143139308, 0.04664560584469387, 0.0920432765742289, 0.0557906513217881, 0.09596617898934819, 0.33595200179554263, 1.0]"
01-03-00-00,0,01-03,['01-03-00-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[1.0, 0.03369785235596654, 0.1100711767604081, 0.20636209885867296, 0.02603920283632772, 0.046782238297357684, 0.055773416010404156, 0.11796671576027941, 0.03572869135008517, 0.36757860777049817]"
01-03-01-01,1,01-03,['01-03-00-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[1.0, 0.02950544458824023, 0.1114210365825334, 0.16656016836676707, 0.022529716031744983, 0.04137908381880494, 0.050697844191329375, 0.1214195693446437, 0.031176909299876866, 0.42531022777605954]"
01-03-02-02,2,01-03,['01-03-00-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[1.0, 0.038069160199154156, 0.12829830490097432, 0.1813754559924812, 0.02893187085724479, 0.051411112928656556, 0.06323848258577884, 0.1438975697252731, 0.03938417812312498, 0.32539386468731196]"
01-03-03-03,3,01-03,['01-03-00-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.03765807162609158, 0.1313136458446371, 0.1738519707106825, 0.028505427466315143, 0.050852262984085565, 0.06309911726059374, 0.14881057213052645, 0.03885293569816022, 0.32705599627890775]"
01-03-04-04,4,01-03,['01-03-00-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[1.0, 0.03371884290503453, 0.1262643230417415, 0.16583031071654716, 0.025548128290235523, 0.04638997354562505, 0.057648521543292634, 0.1417089834092867, 0.035121590167742044, 0.36776932638049475]"
01-03-05-00,0,01-03,['01-03-01-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.06459772061373126, 1.0, 0.11316970365223565, 0.061180762277325884, 0.14005188727049975, 0.1120306742729271, 0.21067019439744306, 0.11306068529078317, 0.11520131604403565, 0.07003705618101848]"
01-03-06-01,1,01-03,['01-03-01-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.06180198295404692, 1.0, 0.11163849068555345, 0.058836613403999066, 0.13762507578347538, 0.11232794802692757, 0.22434822409403124, 0.11053772483002663, 0.11531193185362505, 0.06757200836831462]"
01-03-07-02,2,01-03,['01-03-01-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.06309049088545579, 1.0, 0.11147358345935704, 0.060051615758072066, 0.14353481014932148, 0.11269546466066471, 0.21302826328878863, 0.11069719386120436, 0.11670127168052712, 0.06872730625660882]"
01-03-08-03,3,01-03,['01-03-01-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.06350007501336817, 1.0, 0.11185474157362602, 0.06037223289500088, 0.14301202158308035, 0.11255647569489244, 0.21195885557078814, 0.11124472181498303, 0.11641505337039554, 0.06908582248386547]"
01-03-09-04,4,01-03,['01-03-01-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.05977942138999606, 1.0, 0.10858177049789365, 0.05739109298749032, 0.14541117976515613, 0.11371624593839345, 0.22425300859722072, 0.1065028797718128, 0.11857106732747401, 0.06579333372456281]"
01-03-10-00,0,01-03,['01-03-02-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.14089233221377914, 0.08003860333456027, 1.0, 0.11672846800074825, 0.05421602022745488, 0.11529825755551615, 0.2343071180899602, 1.0, 0.07916868433058165, 0.17935051624739953]"
01-03-11-01,1,01-03,['01-03-02-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.0343158991743001, 0.018359236511864677, 1.0, 0.030790663662009415, 0.012978214585255115, 0.02989388826530443, 0.054793212112910515, 0.7500866784010183, 0.019667124017022634, 0.04911508327031493]"
01-03-12-02,2,01-03,['01-03-02-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.13680180119233246, 0.08074227795586736, 1.0, 0.1145402803699135, 0.05453617705958555, 0.11650018370941481, 0.2428419928868328, 1.0, 0.07978770906884398, 0.1742495777572096]"
01-03-13-03,3,01-03,['01-03-02-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.033671837161175805, 0.01687672286195551, 1.0, 0.029976237922614203, 0.012000223910149892, 0.02749835818702969, 0.04843339751417054, 0.7643592393584128, 0.018152142012767415, 0.049031841071724036]"
01-03-14-04,4,01-03,['01-03-02-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.06235804746083132, 0.032031122214056934, 1.0, 0.05876470757334783, 0.023177474475265553, 0.055585078606492026, 0.09436164462902269, 0.5419287959739133, 0.03577802204097977, 0.09601510702609058]"
01-03-15-00,0,01-03,['01-03-03-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.01354077638286008, 0.0024840948664952497, 0.008239172248225063, 1.0, 0.002093829981499175, 0.004389864639813004, 0.004365029303697312, 0.007108339604580545, 0.00313942879854973, 0.9546394641742799]"
01-03-16-01,1,01-03,['01-03-03-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.3268560447458329, 0.050497708079354324, 0.1827053111681334, 1.0, 0.041929870951290096, 0.08801739140543047, 0.09033191909736955, 0.1569980573118187, 0.06266369724077057, 1.0]"
01-03-17-02,2,01-03,['01-03-03-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.13873979950680593, 0.029653714165276842, 0.08749116685107523, 1.0, 0.025390946920593852, 0.052152469959781074, 0.050452827477147695, 0.07688702094030621, 0.03788854052687555, 0.5013435136521376]"
01-03-18-03,3,01-03,['01-03-03-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.3193558668073178, 0.052642004841138776, 0.17873994836368398, 1.0, 0.0440391554206655, 0.09164522818970335, 0.09267627031834395, 0.15521168418565373, 0.0656898418734928, 1.0]"
01-03-19-04,4,01-03,['01-03-03-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.3162124697230786, 0.05305236949998609, 0.17887388446794975, 1.0, 0.044443825550082014, 0.0925050021647938, 0.09327352539499255, 0.15531677339929384, 0.06632214979982327, 1.0]"
01-03-20-00,0,01-03,['01-03-04-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.0497625040254325, 0.16274809052992917, 0.0826735189390791, 0.05279778142736798, 1.0, 0.1436149577266785, 0.13597741344247463, 0.0760541231332214, 0.23858830156966956, 0.05778330920614736]"
01-03-21-01,1,01-03,['01-03-04-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.04911273084446563, 0.16121861004229968, 0.08201250420288725, 0.052145622487510285, 1.0, 0.1441108765335771, 0.13603477575505146, 0.07532099010086907, 0.24293086160470137, 0.05711302842863807]"
01-03-22-02,2,01-03,['01-03-04-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.0494186540006463, 0.16388595845561169, 0.08241048084033332, 0.05240085653545164, 1.0, 0.14344311932506837, 0.13657599995470024, 0.07577603630290786, 0.23868826279718625, 0.05740063178809445]"
01-03-23-03,3,01-03,['01-03-04-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.04883764124289185, 0.1780486325704327, 0.0824294395079048, 0.05144250510619737, 1.0, 0.14039662243470236, 0.1408794186570189, 0.07591386051318008, 0.22545904525923213, 0.05659283470843995]"
01-03-24-04,4,01-03,['01-03-04-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.05051990499741139, 0.15598694915547687, 0.0830651842889421, 0.05380438274657639, 1.0, 0.14501622060364674, 0.13351478436635564, 0.07641479160085007, 0.24297795006013923, 0.0586998321806015]"
01-03-25-00,0,01-03,['01-03-05-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.04203761341095353, 0.05712053195215095, 0.08861544963553471, 0.05190216942127709, 0.06905994713654681, 1.0, 0.13123157187300685, 0.06840280128741626, 0.43413703962989175, 0.057492875653222156]"
01-03-26-01,1,01-03,['01-03-05-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.037972482941040886, 0.0529123084334565, 0.07935872755052376, 0.046623286935150075, 0.06519841705602235, 1.0, 0.11963213475245352, 0.061694850523969336, 0.48501440270957724, 0.05159338909780632]"
01-03-27-02,2,01-03,['01-03-05-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.04355387043847748, 0.060764424334586876, 0.09621250260898873, 0.05303094682408954, 0.0706620190667798, 1.0, 0.15268950444058976, 0.07332199989678034, 0.3903014734724234, 0.059463258917284184]"
01-03-28-03,3,01-03,['01-03-05-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.04435725866849786, 0.0609852579805776, 0.09747405845086345, 0.05426161371637178, 0.07101199823219898, 1.0, 0.1513783657616746, 0.07424491753406562, 0.3855514301088986, 0.06073509954685165]"
01-03-29-04,4,01-03,['01-03-05-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.046080157542988304, 0.06272573953158429, 0.10259794966075778, 0.05639993540983597, 0.07191886969563786, 1.0, 0.15936435170612287, 0.07764506070032935, 0.35996787856036955, 0.06330005719237394]"
01-03-30-00,0,01-03,['01-03-06-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.060249039447794965, 0.10202305699976043, 0.23687591239438244, 0.05887158657729583, 0.061225427115266795, 0.13584690330740162, 1.0, 0.17815115082643246, 0.09287519937654236, 0.07388172395512296]"
01-03-31-01,1,01-03,['01-03-06-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.05975728208958953, 0.13585247275281825, 0.18337177443424424, 0.05886789946157642, 0.076042688575343, 0.15134571616515138, 1.0, 0.15126577120781548, 0.11155332546403655, 0.07194306984942539]"
01-03-32-02,2,01-03,['01-03-06-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.05877106542875845, 0.1205150041039435, 0.18989724366605337, 0.0588074076480476, 0.0731432087006875, 0.1638144637510936, 1.0, 0.14921655015597365, 0.1137766682282323, 0.07205838831720997]"
01-03-33-03,3,01-03,['01-03-06-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0596433786975232, 0.12385561062751439, 0.19352780042489093, 0.05906945890365878, 0.07254361051670588, 0.1545367603266036, 1.0, 0.15456733595750313, 0.10970121988532863, 0.07255482466027154]"
01-03-34-04,4,01-03,['01-03-06-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.06010200098230283, 0.12749357330220368, 0.1932505489060718, 0.05915718583179943, 0.07280437584828753, 0.14975599184329946, 1.0, 0.15668793350173463, 0.10806757705223974, 0.07268081273206088]"
01-03-35-00,0,01-03,['01-03-07-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.08206338970957754, 0.04560417475139918, 0.5025562715389357, 0.05794610089757447, 0.02907115222689051, 0.0528817010054333, 0.10574863149456822, 1.0, 0.0393616521817866, 0.08476692619383443]"
01-03-36-01,1,01-03,['01-03-07-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.09542090491972123, 0.044764980862609605, 0.4805439134262354, 0.06348810273782736, 0.02913460728455244, 0.053033041149914875, 0.0985839388427572, 1.0, 0.03949775446061284, 0.09553275631576892]"
01-03-37-02,2,01-03,['01-03-07-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.013109857028260771, 0.006565391820410983, 0.9210907459658307, 0.009542565093979724, 0.004339818544237331, 0.008403638726794603, 0.016227327842222257, 1.0, 0.006063744752889798, 0.014656910225373692]"
01-03-38-03,3,01-03,['01-03-07-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0356460670377277, 0.017445153252182564, 0.7907048141449924, 0.02545138994551074, 0.011511969203237637, 0.022048531488731458, 0.042109035378756474, 1.0, 0.016000903503004846, 0.03908213604585633]"
01-03-39-04,4,01-03,['01-03-07-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.07700569327712121, 0.038970498159132574, 0.5542483476845, 0.05345188477946241, 0.025266799333216898, 0.04665778626590304, 0.08989316972201784, 1.0, 0.03448531391302047, 0.08002050686562544]"
01-03-40-00,0,01-03,['01-03-08-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.03085620089374748, 0.059711785868433, 0.05990721941467762, 0.035494983170878715, 0.10034835972973534, 0.5174342950603203, 0.10712807924119715, 0.04993665123548444, 1.0, 0.03918242538552586]"
01-03-41-01,1,01-03,['01-03-08-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.03629055910270379, 0.06885536786131678, 0.06792369399994545, 0.04196235513994263, 0.1269354450478755, 0.4410461668365001, 0.1138784285457626, 0.05718363187025716, 1.0, 0.045924351595696036]"
01-03-42-02,2,01-03,['01-03-08-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.03542427071731026, 0.06910381213180139, 0.06721220064303318, 0.04073596245294493, 0.12555120922324675, 0.4440991534795526, 0.11660593901489959, 0.05650294270454019, 1.0, 0.04476450963267114]"
01-03-43-03,3,01-03,['01-03-08-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0397002140735313, 0.07180796545840454, 0.07212054360657491, 0.04633944335445004, 0.13603164169340795, 0.4090314598236636, 0.11366890079548371, 0.061014749340935016, 1.0, 0.05028508185354897]"
01-03-44-04,4,01-03,['01-03-08-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.0300129223315068, 0.05513198611748873, 0.05724996463833393, 0.03489617856229001, 0.09339197892006434, 0.5466131345734706, 0.09670296705615143, 0.04771082706650717, 1.0, 0.038290040734187035]"
01-03-45-00,0,01-03,['01-03-09-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.13494640998256924, 0.01581413309627913, 0.07219324175555754, 0.628025534985356, 0.012726357762605549, 0.026843781874444767, 0.029573059328760552, 0.06095386301817288, 0.018923618196254165, 1.0]"
01-03-46-01,1,01-03,['01-03-09-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.32827005805260867, 0.021215677243113466, 0.09519087014839013, 0.3548995091828902, 0.016793364430284754, 0.03403391522403811, 0.03894081683911051, 0.08619757124824001, 0.024458217631324237, 1.0]"
01-03-47-02,2,01-03,['01-03-09-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.4073192244284329, 0.04188000503524715, 0.17111385519832764, 1.0, 0.03388218603595523, 0.06997421934723057, 0.07616359078102639, 0.1496875939456451, 0.04997932522813507, 1.0]"
01-03-48-03,3,01-03,['01-03-09-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.2172839054327634, 0.025446523420776183, 0.1316370268191701, 0.37453397968176516, 0.020227051401146025, 0.042840931169425146, 0.04864890016961079, 0.10932762190070128, 0.030054060004641944, 1.0]"
01-03-49-04,4,01-03,['01-03-09-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.1899627427493902, 0.022786787671399324, 0.11240193653824634, 0.45413114382546005, 0.018217767377632667, 0.03864675360250328, 0.04326333697431806, 0.09347095965251513, 0.02711857160853492, 1.0]"
01-04-00-00,0,01-04,['01-04-00-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[1.0, 0.042534935002230385, 0.2711795504065254, 0.11146602813364274, 0.0763402199207876, 0.10178007218734907, 0.09847345735202007, 0.1498321970330162, 0.08045391624951811, 0.06793962371491047]"
01-04-01-01,1,01-04,['01-04-00-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[1.0, 0.042803766608919505, 0.2628402250246251, 0.11506626833079077, 0.07631296016526004, 0.10439607520983094, 0.09919423006321948, 0.14987327085154448, 0.08154054665082554, 0.06797265709498403]"
01-04-02-02,2,01-04,['01-04-00-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[1.0, 0.039783454819567333, 0.2572617951439579, 0.11984465211122136, 0.0698762879207199, 0.10976606977089506, 0.10078219213807556, 0.15877725351027608, 0.08280476960444084, 0.06110352498084597]"
01-04-03-03,3,01-04,['01-04-00-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.03967217373108962, 0.24590199053543743, 0.12543581447790925, 0.06904594346745858, 0.11414944614532285, 0.10173212234289791, 0.1594716454177442, 0.08427196573528956, 0.06031889814685055]"
01-04-04-04,4,01-04,['01-04-00-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[1.0, 0.039919009276531844, 0.26844323929568115, 0.11476061578585142, 0.07075907963581354, 0.10565794265718982, 0.09969071701401075, 0.15748724225050637, 0.08131480086876826, 0.06196735321564691]"
01-04-05-00,0,01-04,['01-04-01-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.07658701577811715, 1.0, 0.1070672042192103, 0.055758962452987865, 0.21108522891500062, 0.06095225771864958, 0.11993540628167139, 0.11470919462952021, 0.08774502421837997, 0.16615970578646286]"
01-04-06-01,1,01-04,['01-04-01-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.07677982339233852, 1.0, 0.10710572488981392, 0.055953875032779744, 0.2102430418233288, 0.061141508735557105, 0.11979402195003679, 0.1146077360698399, 0.0878735517775588, 0.1665007163287465]"
01-04-07-02,2,01-04,['01-04-01-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.07607251460158782, 1.0, 0.10669832213735463, 0.05514120673653478, 0.21449540468733322, 0.06024900181240841, 0.11864083154942738, 0.11388206421439466, 0.08658555746182928, 0.1682350967991299]"
01-04-08-03,3,01-04,['01-04-01-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.07654820291825187, 1.0, 0.1072265822663455, 0.05578454229487405, 0.21048383342582958, 0.06104380310742687, 0.12104817289259515, 0.11543726266778134, 0.08824907642732534, 0.1641785239995703]"
01-04-09-04,4,01-04,['01-04-01-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.07613363602016704, 1.0, 0.10642024233148793, 0.05509377862652709, 0.21527729301877807, 0.06009259839932139, 0.11684115045932522, 0.11268139281569278, 0.08576136832740265, 0.1716985400012979]"
01-04-10-00,0,01-04,['01-04-02-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.18283748366086863, 0.040529680245806374, 1.0, 0.05318495641302615, 0.09256149275656177, 0.05743574158870485, 0.11514697258800005, 0.3206688742367238, 0.06807027132571047, 0.06956452718459784]"
01-04-11-01,1,01-04,['01-04-02-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.1915678897630977, 0.04361249738877626, 1.0, 0.05496658032601006, 0.10344546137367146, 0.05895485521523888, 0.11532553680365584, 0.28493604410254664, 0.06942559406750318, 0.07776554095949986]"
01-04-12-02,2,01-04,['01-04-02-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.2661749701023113, 0.0406620033635265, 1.0, 0.05739759336976921, 0.09189225796401596, 0.06058106764964936, 0.10523102414645154, 0.23866362083641582, 0.06712515731369721, 0.07227230525416306]"
01-04-13-03,3,01-04,['01-04-02-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.20825483152227775, 0.04484631882148805, 1.0, 0.05648859487239122, 0.10777021389636117, 0.060140229475726205, 0.11297804746507359, 0.25783045084966355, 0.06964955821494814, 0.08204175488207038]"
01-04-14-04,4,01-04,['01-04-02-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.17116706654191133, 0.04182065518739831, 1.0, 0.05259677937668902, 0.09765803605063754, 0.05689801893324657, 0.11707118344431298, 0.32189573536425403, 0.06841840677154541, 0.07247411833000486]"
01-04-15-00,0,01-04,['01-04-03-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.06180701084325885, 0.017083517743327246, 0.04375013655558782, 1.0, 0.02390932428608522, 0.6765365961360014, 0.04733231863744868, 0.05243471485053744, 0.05621336628168682, 0.02093301466606653]"
01-04-16-01,1,01-04,['01-04-03-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.035975470040199686, 0.009570847721096672, 0.025302598408781924, 1.0, 0.013497169599544797, 0.8127932100840748, 0.0275317117907877, 0.03086360485639994, 0.032701268698353915, 0.011764118800760694]"
01-04-17-02,2,01-04,['01-04-03-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.0218698441227948, 0.005855459114461491, 0.015477751842254063, 1.0, 0.008252901968025464, 0.8850918503564117, 0.01698272515435681, 0.019007487833843865, 0.020275990740425742, 0.007185988867426188]"
01-04-18-03,3,01-04,['01-04-03-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0747774515259966, 0.019023353697065735, 0.05101658331610562, 1.0, 0.026984266955133434, 0.627800252112711, 0.05364508431961492, 0.060865521428542166, 0.06230771411182792, 0.02357977253300285]"
01-04-19-04,4,01-04,['01-04-03-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.07926149162501941, 0.02105567649221372, 0.054856130068916306, 1.0, 0.029645268748782885, 0.5984348013061388, 0.058001401861787025, 0.06497478559975402, 0.06779193557664791, 0.025978508720739986]"
01-04-20-00,0,01-04,['01-04-04-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.031109854846323472, 0.04091677650975841, 0.05829201159250396, 0.016916647463325215, 1.0, 0.018059859934290618, 0.03540378150039549, 0.04335025849950789, 0.023548295475558458, 0.7324025141783365]"
01-04-21-01,1,01-04,['01-04-04-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.046547851656858055, 0.07220291825023736, 0.08503841699723474, 0.026227629125194503, 1.0, 0.02814504533548681, 0.05673785921356095, 0.06773865167943162, 0.03743734634101365, 0.5799242814009824]"
01-04-22-02,2,01-04,['01-04-04-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.060919865123180414, 0.1024781424303766, 0.11143458062023884, 0.03495440075525236, 1.0, 0.037695693766588184, 0.07857615831559153, 0.09274681738963285, 0.05104778981147023, 0.430146551787669]"
01-04-23-03,3,01-04,['01-04-04-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.06702275462797036, 0.10994950287895222, 0.1250616863796644, 0.03840254646796333, 1.0, 0.0415236548776542, 0.08859967064901514, 0.1051217517797886, 0.056709312543390754, 0.36760911979560107]"
01-04-24-04,4,01-04,['01-04-04-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.06678655129119071, 0.09559981377634172, 0.12930201107487807, 0.03719921786202639, 1.0, 0.040119510528807, 0.08469451459597403, 0.10318723829679251, 0.05415275076557968, 0.38895839180840996]"
01-04-25-00,0,01-04,['01-04-05-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.07362423165182716, 0.024998555835785856, 0.06040806833426539, 0.49916460895088544, 0.0340676921943423, 1.0, 0.08098419889034597, 0.08305490408009741, 0.11441312937126602, 0.02928461069118439]"
01-04-26-01,1,01-04,['01-04-05-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.0625003859652668, 0.02069528493022307, 0.05047256656601782, 0.588399281290127, 0.028303086107536703, 1.0, 0.06595519419491908, 0.06842260495645233, 0.09087952784175844, 0.024372068147698857]"
01-04-27-02,2,01-04,['01-04-05-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.06388726382795076, 0.020950468581179278, 0.051510278597979436, 0.5802623739428829, 0.028718933703375374, 1.0, 0.06731716582767706, 0.07009036904162161, 0.09255232183071413, 0.02471082464661937]"
01-04-28-03,3,01-04,['01-04-05-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.060793413814231125, 0.0201615771223573, 0.04905601268461652, 0.6003985661248243, 0.027556743655166246, 1.0, 0.06395838597795356, 0.06632419292025146, 0.0880108192732372, 0.02374028842736214]"
01-04-29-04,4,01-04,['01-04-05-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.07762203574775524, 0.02523134166572801, 0.06316331143937881, 0.4796235150029887, 0.03474254394881578, 1.0, 0.0843751456890961, 0.08808155998867807, 0.11738385360543578, 0.029776692912123526]"
01-04-30-00,0,01-04,['01-04-06-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.06023869793813068, 0.03754347989551336, 0.08899684853121397, 0.04783296449303819, 0.053736044585715896, 0.06055762622122016, 1.0, 0.43630755575390556, 0.174346358932785, 0.04044042364847719]"
