id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
02-04-14-04,4,02-04,['02-04-02-sph-b-03'],['pick up'],pick up blue small solid,"['blue', 'small', 'solid']","[0.0035336155466185416, 0.004772312100363414, 1.0, 0.0033898280013838333, 0.023585429643002, 0.009947739744191718, 0.004825963351708998, 0.9408308935822443, 0.004661548426569486, 0.002493994387053216, 0.0019586752168645324, 1.0]"
02-04-15-00,0,02-04,['02-04-03-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.022646742212777488, 0.03179312988189678, 0.012115196305633125, 1.0, 0.01514288877633706, 0.012168481652043412, 0.02364262751164716, 0.041791612788407984, 0.009325882270097324, 0.7961491094570272, 0.019686231190858085, 0.015538097953274233]"
02-04-16-01,1,02-04,['02-04-03-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.043691043292457994, 0.06254322424408491, 0.02311795473920808, 1.0, 0.02906973875360995, 0.0230333914690238, 0.044378247391291335, 0.08266245185168913, 0.017595816802438557, 0.608443735582445, 0.035910401391938886, 0.029553994481812364]"
02-04-17-02,2,02-04,['02-04-03-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.059131481263394785, 0.09731420458549493, 0.03289962224761393, 1.0, 0.04171687171096683, 0.03283582754877598, 0.06549039424576558, 0.12256432458856402, 0.024922325764414697, 0.4336928361161909, 0.04709763867221292, 0.04233447325660533]"
02-04-18-03,3,02-04,['02-04-03-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.10250006949600812, 0.13179919544028001, 0.06029207289353574, 1.0, 0.07251376981092328, 0.06409070555748424, 0.13226965446408934, 0.16895155499740483, 0.050232176356395375, 1.0, 0.1381644041244741, 0.07918639685940493]"
02-04-19-04,4,02-04,['02-04-03-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.10726552701386703, 0.15148905781660657, 0.059849032556753966, 1.0, 0.07406646803462927, 0.061231094415191006, 0.12285451594086073, 0.1944493030887445, 0.04715321180680962, 1.0, 0.10414907327101981, 0.0774927160555175]"
02-04-20-00,0,02-04,['02-04-04-sph-b-03'],['pick up'],pick up blue sphere,"['blue', 'sphere']","[0.05799607880276354, 0.08090996065067417, 0.35206807031739557, 0.0533581202496906, 1.0, 0.07666672917926833, 0.058288137324541814, 1.0, 0.04409444206292839, 0.034474917807093594, 0.025407396970571962, 0.2167361466350721]"
02-04-21-01,1,02-04,['02-04-04-sph-b-03'],['pick up'],pick up blue small sphere,"['blue', 'small', 'sphere']","[0.05777884024473322, 0.08824286802969405, 0.3258288030733031, 0.05641112049121008, 1.0, 0.07919603744700145, 0.062325160624682165, 1.0, 0.0451536274604865, 0.035498695803343236, 0.02582282659271813, 0.22374202023282816]"
02-04-22-02,2,02-04,['02-04-04-sph-b-03'],['pick up'],pick up sphere,['sphere'],"[0.05146337903908745, 0.07656918720766993, 0.3685449138477414, 0.049667715641723696, 1.0, 0.07453129840560006, 0.05638957665045946, 1.0, 0.0419858306869824, 0.03189705377204057, 0.023418457685240715, 0.22553258706345436]"
02-04-23-03,3,02-04,['02-04-04-sph-b-03'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.06017370080682925, 0.09747735420797239, 0.2969743444576383, 0.06088260382586368, 1.0, 0.08195235983650428, 0.06681576250715902, 1.0, 0.04679948637570563, 0.037465484270211194, 0.026972009920344018, 0.22448689379177214]"
02-04-24-04,4,02-04,['02-04-04-sph-b-03'],['pick up'],pick up blue small solid,"['blue', 'small', 'solid']","[0.054715660216663915, 0.07910631096318116, 0.35940686295880747, 0.05167202516740361, 1.0, 0.0757232581729121, 0.057521195725380544, 1.0, 0.04310402197396772, 0.03324585119504525, 0.024441526402556694, 0.22106328722408167]"
02-04-25-00,0,02-04,['02-04-05-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.022206938444295422, 0.03184830417542398, 0.07788146596121112, 0.026008803590244427, 0.05101381041849459, 1.0, 0.06900283604181034, 0.06966085070334341, 0.6121489734094056, 0.02192684104278715, 0.01830117621298404, 1.0]"
02-04-26-01,1,02-04,['02-04-05-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.060375126843272654, 0.08478809227232474, 0.16218014912600923, 0.07298300705034355, 0.12050541130290773, 1.0, 0.22002698536377108, 0.15978126619657837, 1.0, 0.06437920523641444, 0.054980756608378346, 1.0]"
02-04-27-02,2,02-04,['02-04-05-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.058875315000879586, 0.08377532292747807, 0.15557487262806838, 0.07255096739814636, 0.11713354327135021, 1.0, 0.2380720472180485, 0.1558027108944039, 1.0, 0.06389497498431573, 0.05432024567730924, 1.0]"
02-04-28-03,3,02-04,['02-04-05-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.06212603454399626, 0.08519910860320477, 0.18455529241261437, 0.07148883975865593, 0.12917036650294084, 1.0, 0.17990011969669448, 0.17155665673275508, 1.0, 0.06249783106099554, 0.053505750688142645, 1.0]"
02-04-29-04,4,02-04,['02-04-05-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.028259388560551886, 0.03947389085049274, 0.09852522745878552, 0.03225003553560937, 0.0638940466445602, 1.0, 0.07867343315474067, 0.08669291552940392, 0.5216637455734527, 0.027444002907656032, 0.02312331378474705, 1.0]"
02-04-30-00,0,02-04,['02-04-06-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.03522623348877373, 0.06487753960097457, 0.057149621766243, 0.08086212928942442, 0.05655605467461807, 0.19714334030183378, 1.0, 0.0874154956405525, 0.1618187883221096, 0.06588712097095614, 0.04494065879428735, 0.14812301715022677]"
02-04-31-01,1,02-04,['02-04-06-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.03646461663550899, 0.09276518146916378, 0.06358776874365023, 0.10359254123286456, 0.06770265711557799, 0.15610361579059517, 1.0, 0.12124001047616763, 0.09540039619768848, 0.060372888240159385, 0.03707258064066777, 0.16569774345795601]"
02-04-32-02,2,02-04,['02-04-06-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.03648523688709687, 0.07077462926657437, 0.05894726155383952, 0.08994785933787348, 0.05923843121000227, 0.18466114089382638, 1.0, 0.09387039502563307, 0.14188333275381088, 0.06901976989935919, 0.04534626612716636, 0.14982567704481764]"
02-04-33-03,3,02-04,['02-04-06-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.0349298518597744, 0.07148188354975558, 0.05909638721745402, 0.08578159120876948, 0.059555941877297965, 0.19454931521185026, 1.0, 0.0959775960488643, 0.13546880499352407, 0.06210959489497367, 0.040631215746109645, 0.1604178173916266]"
02-04-34-04,4,02-04,['02-04-06-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.033931464933845225, 0.06685888495970886, 0.057572127472230686, 0.07965197332294281, 0.057352528937700355, 0.20599068803912468, 1.0, 0.09072409996318948, 0.1482797952039594, 0.06012394272016882, 0.04020204301309165, 0.15931245143403783]"
02-04-35-00,0,02-04,['02-04-07-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.10156287696311199, 0.07362270152847947, 0.15995637634231288, 0.057424614094374826, 0.24498467819459704, 0.06597633084379102, 0.05136925797184412, 1.0, 0.04337070847579995, 0.04070137024093552, 0.03150270554132339, 0.12952837980342982]"
02-04-36-01,1,02-04,['02-04-07-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.07983908223652789, 0.06999394142911525, 0.13299257182621935, 0.05172364617436524, 0.3686435717644757, 0.05322862334278277, 0.044340306610963276, 1.0, 0.03430479995515779, 0.033547546580540946, 0.02481945647902972, 0.10656645360082209]"
02-04-37-02,2,02-04,['02-04-07-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.0911578656151721, 0.09565394350959609, 0.10642363180681708, 0.06760382389356152, 0.3452647347470116, 0.05148072644395494, 0.04913995607424158, 1.0, 0.03357811467859115, 0.037784716490364946, 0.026211407154265915, 0.09570107958642303]"
02-04-38-03,3,02-04,['02-04-07-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.02249080752047238, 0.024903566498631752, 0.08780773696668537, 0.017527401796840137, 0.7136976560984489, 0.02347532340135556, 0.017677753478655755, 1.0, 0.014217010295553528, 0.011775766541966463, 0.008862261823903903, 0.05756471557748622]"
02-04-39-04,4,02-04,['02-04-07-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.17321626072010216, 0.10135094214390039, 0.10534011159023891, 0.08377637549656022, 0.2082383769918371, 0.05655966384867202, 0.054193218399025855, 1.0, 0.03847131694552983, 0.04822074547317601, 0.03372265948874749, 0.09691032890221017]"
02-04-40-00,0,02-04,['02-04-08-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.03862022358753252, 0.05361090336969275, 0.0735456180485437, 0.05243599386326714, 0.06330687912197155, 1.0, 0.2404528128383775, 0.0840977853778093, 1.0, 0.05040917599665875, 0.04433386056732328, 0.29918674722882344]"
02-04-41-01,1,02-04,['02-04-08-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.017276491456952134, 0.024648193169016355, 0.03857876377341243, 0.022568209543776366, 0.031369964624638084, 1.0, 0.09699657095602907, 0.04168172119065534, 1.0, 0.02054741935927931, 0.017619867514239305, 0.6887127984120016]"
02-04-42-02,2,02-04,['02-04-08-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.01952344987717807, 0.027285478355957724, 0.04333900808063329, 0.024912104297227046, 0.03507365636479259, 1.0, 0.09219475678990689, 0.0462651005017036, 1.0, 0.0228813952201197, 0.01983862416328278, 0.6686864263491983]"
02-04-43-03,3,02-04,['02-04-08-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.027711276720213632, 0.03842076524170233, 0.059365054131013055, 0.035500556410437284, 0.048652663123219635, 1.0, 0.13085482295063705, 0.06406435111647596, 1.0, 0.03298348761483086, 0.02878866478432662, 0.5336583579071436]"
02-04-44-04,4,02-04,['02-04-08-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.02829090074114221, 0.03888840053593849, 0.06057565465010783, 0.03584753961150166, 0.04951207549670107, 1.0, 0.12442788901643526, 0.06500038463637259, 1.0, 0.03340029873814821, 0.029283134186431924, 0.5347737223872208]"
02-04-45-00,0,02-04,['02-04-09-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.08553445741534463, 0.07825518266260423, 0.05897551678006775, 0.2912133773226156, 0.0640192343924353, 0.06825653703056112, 0.10871191371798776, 0.10883696458867026, 0.05800130493421066, 1.0, 1.0, 0.07819551115550266]"
02-04-46-01,1,02-04,['02-04-09-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.021461117567178417, 0.015208398830096377, 0.010155264593146593, 0.7576276150632956, 0.011575388095486003, 0.010466111484906093, 0.01567517104951653, 0.022919210933108246, 0.00853497417369482, 1.0, 0.1136974350001078, 0.012679313209463396]"
02-04-47-02,2,02-04,['02-04-09-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.09154392989187926, 0.09324272094210181, 0.05401248837405015, 1.0, 0.06232242067531343, 0.0590323421316192, 0.1103230534089949, 0.12623720332359945, 0.047745178652419, 1.0, 0.2847426711553617, 0.07079799144466112]"
02-04-48-03,3,02-04,['02-04-09-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.056338322237955756, 0.05000823182070424, 0.03440060019251312, 0.5731985911718473, 0.03833667089799746, 0.03820619958639432, 0.06285409928155664, 0.07007152179287246, 0.0317458973193623, 1.0, 1.0, 0.044839865698796416]"
02-04-49-04,4,02-04,['02-04-09-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.07047811794562257, 0.06219075242677167, 0.04380535786623544, 0.4615859615575595, 0.048535327741067516, 0.04890879073643106, 0.07924029481046332, 0.08726953204495073, 0.04082488750369292, 1.0, 1.0, 0.057160977367205296]"
02-04-50-00,0,02-04,['02-04-10-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.053969887764647735, 0.046697034492653014, 0.04085854275651825, 0.0904989926295789, 0.04278488350510199, 0.04759744249711064, 0.06311859657364985, 0.0667129455576011, 0.04152699158962779, 0.4525474210494012, 1.0, 0.05368726158410947]"
02-04-51-01,1,02-04,['02-04-10-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.1087536666518581, 0.08456752750522141, 0.06956014184680484, 0.2054612312608797, 0.07463483091615358, 0.07653572734223757, 0.10296542034000358, 0.12358153844751586, 0.06519806919588361, 1.0, 1.0, 0.08874184649344168]"
02-04-52-02,2,02-04,['02-04-10-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.03263465632286603, 0.028048344160943324, 0.023945024381920213, 0.05881173966127752, 0.025254234003786243, 0.027697369393477375, 0.03764418772365893, 0.04003356321534357, 0.024025364068656848, 0.6705153431917336, 1.0, 0.031390173876336275]"
02-04-53-03,3,02-04,['02-04-10-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.01412349311200103, 0.011883199461463727, 0.010034465817357879, 0.025939482614629004, 0.010631237891674906, 0.011464843166997843, 0.015587360438269644, 0.017037419223227924, 0.009897201530658508, 0.860333070350921, 1.0, 0.013068226392798532]"
02-04-54-04,4,02-04,['02-04-10-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.05107368122742697, 0.04306259673170338, 0.037439021998016096, 0.08532979694989172, 0.03934996611885163, 0.04297900970915369, 0.056629841835078874, 0.061887363943453066, 0.037319013950020734, 0.49614599110979707, 1.0, 0.04878371642660688]"
02-04-55-00,0,02-04,['02-04-11-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.0327864136850213, 0.04730833083190868, 0.12633214771530937, 0.03809292897209188, 0.07885026294683255, 1.0, 0.0973772459051022, 0.10910332250343836, 0.4121412135240833, 0.031710922130538784, 0.02629721178567349, 1.0]"
02-04-56-01,1,02-04,['02-04-11-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.02505599235048552, 0.03530051314778274, 0.08693657852868973, 0.028869166265017048, 0.056764185381888994, 1.0, 0.07261490399618323, 0.07710265809014837, 0.5722401770982019, 0.024515156619114842, 0.02060066852248767, 1.0]"
02-04-57-02,2,02-04,['02-04-11-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.047296535257391595, 0.06140927362871773, 0.18517627275815293, 0.04926978174949145, 0.10874539242265745, 1.0, 0.0940456395653098, 0.14973581910030354, 0.22618434216644173, 0.04212682613238098, 0.036010117219152836, 1.0]"
02-04-58-03,3,02-04,['02-04-11-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.010915742484557877, 0.01455454975478128, 0.05880189664746015, 0.011359468126872512, 0.028646623975800468, 0.7569350025339631, 0.0213052712191147, 0.04170872814497788, 0.03852114582910685, 0.009393514559581024, 0.007858056723784184, 1.0]"
02-04-59-04,4,02-04,['02-04-11-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.03189469043197503, 0.0405499341089207, 0.19191845728157833, 0.031450260019679786, 0.08496581399519845, 0.3069292267654862, 0.05288174314281549, 0.1292058958203237, 0.08230431869356993, 0.026020608957890254, 0.02187905078256211, 1.0]"
02-05-00-00,0,02-05,['02-05-00-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[1.0, 0.7546358371523337, 0.03395529763271442, 0.016313854530553118, 1.0, 0.011912662059821081, 1.0, 0.00874956305496576, 0.03814907589611231, 0.08829376512762066, 0.014833293969921916, 0.03315665057595705]"
02-05-01-01,1,02-05,['02-05-00-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[1.0, 1.0, 0.04596054527094866, 0.034436973652133884, 0.6799895450941051, 0.018384215087489192, 1.0, 0.014027011234679884, 0.06385435143015893, 0.08111818457559364, 0.02247660817934992, 0.03975256547554059]"
02-05-02-02,2,02-05,['02-05-00-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.5911956655381778, 0.05569674050613448, 0.028081895039948436, 1.0, 0.020283910414920857, 1.0, 0.01501218143093768, 0.060327477891170225, 0.14698917726957247, 0.02583778312527496, 0.05657516878386314]"
02-05-03-03,3,02-05,['02-05-00-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[1.0, 1.0, 0.094853025061261, 0.04022664607495666, 0.37084608734285496, 0.029740795081048342, 1.0, 0.021458371963263192, 0.14096415219265682, 0.19495062015341838, 0.0339794164527877, 0.07298088567775296]"
02-05-04-04,4,02-05,['02-05-00-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[1.0, 1.0, 0.14313000769103273, 0.07983674992026686, 1.0, 0.052679445987871096, 1.0, 0.03918570129444432, 0.17454427246321744, 0.3128365045819037, 0.06503874852626067, 0.13274856953500322]"
02-05-05-00,0,02-05,['02-05-01-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.3699918785938452, 1.0, 0.04697647844705389, 0.23473178582399612, 0.09542618029436457, 0.024446315887746504, 1.0, 0.02085187197307455, 0.08026678238302558, 0.05978648966298472, 0.03053319116018897, 0.0369890257737199]"
02-05-06-01,1,02-05,['02-05-01-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[1.0, 1.0, 0.09646808312328038, 0.14586012130666945, 0.2487140484191273, 0.04390438540592478, 1.0, 0.03534702282030328, 0.16909016978625468, 0.13275901377403962, 0.0528163459894111, 0.07504080937498948]"
02-05-07-02,2,02-05,['02-05-01-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.498372146338801, 1.0, 0.04107503842078394, 0.16184678448988915, 0.07641061084070806, 0.020668499891593625, 1.0, 0.017469681737446452, 0.07616041814113414, 0.051559304321291195, 0.025205272412963536, 0.031232243405388736]"
02-05-08-03,3,02-05,['02-05-01-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.050966936194770364, 1.0, 0.017417151537204304, 1.0, 0.025500852338977514, 0.009421893738034549, 0.8095302227551944, 0.008346830477763294, 0.03383830966015399, 0.020470284777941737, 0.011609598702471382, 0.01289791981748856]"
02-05-09-04,4,02-05,['02-05-01-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[1.0, 1.0, 0.08978903491321534, 0.2427749693929627, 0.18588007024804773, 0.04395956194662305, 1.0, 0.03658801519027597, 0.16256243383264005, 0.1159398357014246, 0.05348074896191054, 0.06902532981290002]"
02-05-10-00,0,02-05,['02-05-02-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.06347569537728844, 0.04110969572192285, 1.0, 0.02428259994889241, 0.06464659823684661, 0.14659515450941746, 0.05115856401584519, 0.06447892243935122, 0.2514879481810776, 1.0, 0.18699423897939393, 0.10577058258996426]"
02-05-11-01,1,02-05,['02-05-02-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.06979664869357965, 0.0442743425823698, 1.0, 0.026333496227776816, 0.07462551717418266, 0.12411108850421498, 0.05651080872993132, 0.06401870544861302, 0.2009884756750172, 1.0, 0.21688765574221802, 0.12245326122209657]"
02-05-12-02,2,02-05,['02-05-02-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.12232359314396596, 0.08797343850745454, 1.0, 0.049273058598626435, 0.10281770291912823, 1.0, 0.09698964665540076, 0.1743351818094327, 1.0, 1.0, 0.2157588161972342, 0.1505285621687571]"
02-05-13-03,3,02-05,['02-05-02-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.09923566572683208, 0.06412760649188214, 1.0, 0.03218896395573618, 0.07187554719491057, 0.3735715999042939, 0.0689659207952092, 0.07741663271026034, 1.0, 1.0, 0.10096956997728429, 0.11164849324359133]"
02-05-14-04,4,02-05,['02-05-02-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.08515764086153149, 0.059581913179505765, 1.0, 0.030187839537390532, 0.06171029355957648, 0.44349912333184777, 0.06189061124157208, 0.07908915279798061, 1.0, 1.0, 0.09039052736607964, 0.08849289812451579]"
02-05-15-00,0,02-05,['02-05-03-sph-b-03'],['pick up'],pick up blue sphere,"['blue', 'sphere']","[0.10865001350955243, 1.0, 0.04998290745642144, 1.0, 0.07028811449732754, 0.028425348965770158, 0.4935320996571732, 0.02587278915109894, 0.09172546744193001, 0.05806499603631744, 0.035879014035626086, 0.0375792492487827]"
02-05-16-01,1,02-05,['02-05-03-sph-b-03'],['pick up'],pick up blue small sphere,"['blue', 'small', 'sphere']","[0.11549012577504662, 1.0, 0.05639464645161074, 1.0, 0.07726627602037844, 0.032323297410323665, 0.4368539103801234, 0.02961841537163847, 0.10387593196506811, 0.06506308935543703, 0.04086770366230874, 0.04224660360806478]"
02-05-17-02,2,02-05,['02-05-03-sph-b-03'],['pick up'],pick up sphere,['sphere'],"[0.11516509915816366, 1.0, 0.05391549445870382, 1.0, 0.07368045156414399, 0.030554171104034772, 0.45667913391228965, 0.027856844921064605, 0.10156108562228566, 0.062146251748425925, 0.03834476858678059, 0.04009669892410731]"
02-05-18-03,3,02-05,['02-05-03-sph-b-03'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.09391683699869086, 1.0, 0.040920463442001016, 1.0, 0.05986930706019301, 0.023211724918445798, 0.5790488754657267, 0.021011699165920262, 0.07350082999922744, 0.04803684635266733, 0.02939454704887428, 0.031088869548253344]"
02-05-19-04,4,02-05,['02-05-03-sph-b-03'],['pick up'],pick up blue small solid,"['blue', 'small', 'solid']","[0.09281743459832069, 1.0, 0.03837146769755852, 1.0, 0.05536662446646238, 0.02144491425984118, 0.6008110854605685, 0.019309830598924955, 0.07134077975194343, 0.04488006202116167, 0.026866440303508075, 0.02879136084171067]"
02-05-20-00,0,02-05,['02-05-04-cyl-g-10'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[1.0, 0.16696426678952364, 0.1066674182207856, 0.06163761392406196, 1.0, 0.04841925732772974, 1.0, 0.03791929484959791, 0.09637445708677643, 0.28675333392229624, 0.07448367213370916, 0.12078068574551931]"
02-05-21-01,1,02-05,['02-05-04-cyl-g-10'],['pick up'],pick up green big cylinder,"['green', 'big', 'cylinder']","[0.33721016235795087, 0.10502649073610511, 0.07314737642502984, 0.04682256920670634, 1.0, 0.03611239871689248, 1.0, 0.02905358137968354, 0.0669654357531494, 0.16774510021275663, 0.05809046571262558, 0.07982641949910022]"
02-05-22-02,2,02-05,['02-05-04-cyl-g-10'],['pick up'],pick up cylinder,['cylinder'],"[0.7030315411166296, 0.04381793591345848, 0.03182908795026649, 0.01748983053706694, 1.0, 0.014380601393857271, 1.0, 0.011256814232821315, 0.027959380548374775, 0.09131114299633998, 0.022562349293620828, 0.03636131601756403]"
02-05-23-03,3,02-05,['02-05-04-cyl-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.8331113694134373, 0.039416899340742176, 0.01701768517172849, 0.012855587810118826, 1.0, 0.008396835176118039, 1.0, 0.0067457777061932294, 0.016935332778366948, 0.03476835669905217, 0.012634397813969465, 0.018117758090273262]"
02-05-24-04,4,02-05,['02-05-04-cyl-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[1.0, 0.13822942376680256, 0.10322045003724559, 0.05173453742337899, 1.0, 0.044075167370652354, 1.0, 0.03395552180364456, 0.08854714805461748, 0.35076873091348704, 0.06786908655159395, 0.12159993407857748]"
02-05-25-00,0,02-05,['02-05-05-sph-b-03'],['pick up'],pick up blue sphere,"['blue', 'sphere']","[0.03433055246849175, 0.027561307200460718, 1.0, 0.016558504723738317, 0.03036884029397043, 1.0, 0.029812897833074187, 0.1081449358751635, 1.0, 0.6293978185641582, 0.08370316423273207, 0.040121978808210806]"
02-05-26-01,1,02-05,['02-05-05-sph-b-03'],['pick up'],pick up blue small sphere,"['blue', 'small', 'sphere']","[0.004404439084733646, 0.0034415776217666732, 1.0, 0.0020571840629808285, 0.003925106126153962, 1.0, 0.0037765870529527018, 0.011616650454436448, 1.0, 0.9544380992181806, 0.011023952219803256, 0.005316404158991941]"
02-05-27-02,2,02-05,['02-05-05-sph-b-03'],['pick up'],pick up sphere,['sphere'],"[0.10515663441105225, 0.08075805438334571, 1.0, 0.04727395963993537, 0.09170634429325933, 1.0, 0.08827903014014868, 0.22906214961198718, 1.0, 1.0, 0.23151895181833199, 0.12624487570193954]"
02-05-28-03,3,02-05,['02-05-05-sph-b-03'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.009004997343488249, 0.007034540818468616, 1.0, 0.004156279376829228, 0.007891315100435925, 1.0, 0.007656037853894964, 0.02223650425550252, 1.0, 0.9107624999818533, 0.020566905291522365, 0.010690919978004764]"
02-05-29-04,4,02-05,['02-05-05-sph-b-03'],['pick up'],pick up blue small solid,"['blue', 'small', 'solid']","[0.044026156045801734, 0.035915896567884305, 1.0, 0.02155209803097007, 0.0385721739142074, 1.0, 0.0384119837282128, 0.14929432226474265, 1.0, 0.519801350938459, 0.10218506910056709, 0.050240949409154814]"
02-05-30-00,0,02-05,['02-05-06-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.9616190917128102, 1.0, 0.0020451962418639408, 0.0030528340939772382, 0.02227485234716396, 0.001072060614752068, 1.0, 0.0008900135409502546, 0.002568209950994877, 0.0031125952324149112, 0.0014653008549393336, 0.0018998454101331098]"
02-05-31-01,1,02-05,['02-05-06-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.5391794204128548, 1.0, 0.020773161099630396, 0.02955301289667756, 0.2981533007629425, 0.011003874623105921, 1.0, 0.009155488647209584, 0.025450976688466128, 0.03192955107199749, 0.015249783154664853, 0.019551430642450695]"
02-05-32-02,2,02-05,['02-05-06-cub-g-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.3496793256725732, 0.08759123089989064, 0.06989255255474616, 1.0, 0.041842658521143564, 1.0, 0.033290038090328156, 0.09173619525848874, 0.17442943287754695, 0.060044639194571, 0.09149392693071155]"
02-05-33-03,3,02-05,['02-05-06-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.4644818492207891, 0.07189583296938741, 0.06680469071651413, 1.0, 0.0355072716913016, 1.0, 0.028604704685165593, 0.07900608671060858, 0.13058805196592047, 0.05039438840807689, 0.07271712363223629]"
02-05-34-04,4,02-05,['02-05-06-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[1.0, 0.4186331636383816, 0.07860226382353082, 0.06336944667171442, 1.0, 0.037019363860813795, 1.0, 0.029335016601140417, 0.08385594010188609, 0.15552280519779677, 0.05227514179952978, 0.08138685830520634]"
02-05-35-00,0,02-05,['02-05-07-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.03706368163518402, 0.035869099940456194, 0.18421028725559188, 0.02691908189421026, 0.037730932410636984, 0.08145209587657311, 0.039184220783665145, 1.0, 0.2164821912845896, 0.09730557570321945, 0.2025530497102358, 0.04122978350563762]"
02-05-36-01,1,02-05,['02-05-07-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.03431724680993427, 0.03288676181793721, 0.2041790834002668, 0.024368039761430493, 0.034747687830799005, 0.08068069131884051, 0.03591767730865936, 1.0, 0.22815130391648059, 0.09481129948349168, 0.1915771498040114, 0.03836305854814876]"
