id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
01-00-21-01,1,01-00,['01-00-04-cyl-y-03'],['pick up'],pick up yellow small cylinder,"['yellow', 'small', 'cylinder']","[0.00790237415545698, 0.008652192977003922, 0.019819766192845853, 0.014591258806439106, 1.0, 0.18596992546490937, 0.6860447590555526, 0.027989321010185957, 0.02952035395331336, 0.019510048384292794]"
01-00-22-02,2,01-00,['01-00-04-cyl-y-03'],['pick up'],pick up cylinder,['cylinder'],"[0.020060859604872625, 0.021986162772570164, 0.04898776507806568, 0.03663365500144117, 1.0, 0.6791720516630988, 1.0, 0.07177152919865191, 0.0733461607536862, 0.04804181592761342]"
01-00-23-03,3,01-00,['01-00-04-cyl-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.008740554744650384, 0.009575896279720527, 0.021915979015523408, 0.016151576799124632, 1.0, 0.22270167561584064, 0.6352576813359192, 0.031268742301775856, 0.0328725744361744, 0.0215153194712709]"
01-00-24-04,4,01-00,['01-00-04-cyl-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.023436304566502884, 0.025655988861026567, 0.05763456006008909, 0.04286881823980899, 1.0, 0.6257824916584993, 1.0, 0.08247144858320268, 0.0853627751762202, 0.05678761285465016]"
01-00-25-00,0,01-00,['01-00-05-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.017218383693255495, 0.019205166200482942, 0.04023602086062334, 0.03158624877004852, 0.5043444317677211, 1.0, 0.19469431572697088, 0.08390311201284754, 0.07180539275412588, 0.03700692821392413]"
01-00-26-01,1,01-00,['01-00-05-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.01770454796359473, 0.01975116549989948, 0.04128316242229445, 0.032452071818191944, 0.49265097753893683, 1.0, 0.19800058161561132, 0.08649256723603607, 0.073711300506117, 0.03795362539931831]"
01-00-27-02,2,01-00,['01-00-05-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.019229519626712478, 0.021480901929848153, 0.045056533095217566, 0.03540682741759837, 0.46185608349606233, 1.0, 0.19657123912124103, 0.09715262329036294, 0.08204009299627323, 0.04120617902668393]"
01-00-28-03,3,01-00,['01-00-05-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.014052445468150153, 0.015605183964901882, 0.03191735137914555, 0.025242223433282137, 0.5406167584716148, 1.0, 0.22845213714578902, 0.06106435996168439, 0.05316218414211548, 0.02988735603331658]"
01-00-29-04,4,01-00,['01-00-05-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.018915846140645932, 0.021111667542095525, 0.043817986575661924, 0.03457925510360299, 0.46396694822542256, 1.0, 0.20632740106666655, 0.0928133938077224, 0.0782157299254495, 0.04025177161273258]"
01-00-30-00,0,01-00,['01-00-06-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.005209877856183619, 0.005641455005354377, 0.011921054400749934, 0.009077510878251642, 0.8718394077512752, 0.05307413003243756, 1.0, 0.015276288863168595, 0.01572382600554066, 0.012236449207038333]"
01-00-31-01,1,01-00,['01-00-06-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.00011247834725459992, 0.0001220170667008168, 0.00025707374234680715, 0.00019631971087760174, 0.9970893250105731, 0.001278878330772294, 1.0, 0.00033757013880840464, 0.00034431520555553417, 0.00026202244711081803]"
01-00-32-02,2,01-00,['01-00-06-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.039413824334986705, 0.04269288759689892, 0.0924298493191319, 0.06950450497198221, 1.0, 0.4211967548086106, 1.0, 0.11724422281415, 0.12256460019946229, 0.09495335595477745]"
01-00-33-03,3,01-00,['01-00-06-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0126842910212301, 0.013733733834660219, 0.02855903358795297, 0.02192837272379519, 0.695102076157213, 0.12428888179732833, 1.0, 0.03685836364781357, 0.037563494402086756, 0.02928175282791986]"
01-00-34-04,4,01-00,['01-00-06-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.013302316243260101, 0.014397891611959068, 0.029949684073219757, 0.022986631588127544, 0.6829761192000647, 0.12787637672710253, 1.0, 0.038483028781379526, 0.03928059982340334, 0.03074735195148342]"
01-00-35-00,0,01-00,['01-00-07-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.03913921421376363, 0.04646255944617667, 0.08862138624951438, 0.07916631921754592, 0.1012046908745995, 0.13534261308547027, 0.08661341172930763, 1.0, 0.35550194199077034, 0.06794786319285168]"
01-00-36-01,1,01-00,['01-00-07-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.04003116370421583, 0.04766989382929594, 0.08982019176982514, 0.08104898995776891, 0.09902908949610642, 0.13052776471563854, 0.08536543549601941, 1.0, 0.35796440167019394, 0.06854306936093586]"
01-00-37-02,2,01-00,['01-00-07-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.04229598581405332, 0.0502852821823251, 0.09236316220342926, 0.08383326841877178, 0.10610098223723351, 0.14212515387994043, 0.09197545062894638, 1.0, 0.31957602960618653, 0.07144468502911369]"
01-00-38-03,3,01-00,['01-00-07-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.0385514786567831, 0.04580858900654299, 0.08784998664262983, 0.07846539120963279, 0.09846591305733988, 0.1306469657109886, 0.08425805438256428, 1.0, 0.3689185846240422, 0.06703503670947622]"
01-00-39-04,4,01-00,['01-00-07-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.038221161644113474, 0.04535126498009209, 0.08741123051747508, 0.07772623297484461, 0.09964716444485638, 0.13313040681245467, 0.08498501731610354, 1.0, 0.36666511944465163, 0.06686240186540864]"
01-00-40-00,0,01-00,['01-00-08-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.04321680671031656, 0.052029105849909746, 0.12905982671988533, 0.10884922278496596, 0.08472737620035688, 0.0955205715347407, 0.07272894374834969, 0.3304559592411561, 1.0, 0.08341218721031889]"
01-00-41-01,1,01-00,['01-00-08-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.044524705000503595, 0.05280262921573534, 0.15442127196801148, 0.11653729530307604, 0.09379975664879527, 0.10233676155552272, 0.07916821289518063, 0.260055489007887, 1.0, 0.096353878405288]"
01-00-42-02,2,01-00,['01-00-08-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.044748429735596264, 0.05327836015780729, 0.15113725121564064, 0.11702563046777707, 0.09174505927964789, 0.10064274856851778, 0.0778247290680004, 0.26921322313779955, 1.0, 0.09438456836921315]"
01-00-43-03,3,01-00,['01-00-08-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.04349278933368413, 0.052309767030705376, 0.13155603983862282, 0.11009305616064365, 0.08554469518221516, 0.09616637507284385, 0.07334780920472966, 0.3228191727911134, 1.0, 0.08467029538544181]"
01-00-44-04,4,01-00,['01-00-08-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.04077735457607645, 0.048859982425407365, 0.12128597453235676, 0.10077577872958915, 0.0846933435591443, 0.09636379460437167, 0.07211468791922533, 0.35532015043853865, 1.0, 0.07980893321529024]"
01-00-45-00,0,01-00,['01-00-09-cyl-y-03'],['pick up'],pick up yellow cylinder,"['yellow', 'cylinder']","[0.04487931153900408, 0.04549269047687428, 0.495643803502461, 0.11284321114279375, 0.05665503132702138, 0.049193290866315624, 0.05383112921739856, 0.054294445561901335, 0.08716708636622994, 1.0]"
01-00-46-01,1,01-00,['01-00-09-cyl-y-03'],['pick up'],pick up yellow small cylinder,"['yellow', 'small', 'cylinder']","[0.05598409699582405, 0.05564230195493464, 0.40937563769880253, 0.13018934403948457, 0.06681017700731816, 0.057816502707829585, 0.06435334295069556, 0.06278103526722631, 0.09704756137788444, 1.0]"
01-00-47-02,2,01-00,['01-00-09-cyl-y-03'],['pick up'],pick up cylinder,['cylinder'],"[0.06007000242167328, 0.05935869547283983, 0.37309840472615463, 0.13428608420942517, 0.07233237245628779, 0.062296715814110955, 0.0700300598968925, 0.06678734411887767, 0.10174032088373831, 1.0]"
01-00-48-03,3,01-00,['01-00-09-cyl-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.05708797212421711, 0.05662310677768423, 0.40148676704769914, 0.13159835063143477, 0.06777144949713446, 0.05862893353755993, 0.06537139302920923, 0.06355503038719061, 0.0978769969678705, 1.0]"
01-00-49-04,4,01-00,['01-00-09-cyl-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.05654496705203913, 0.05658062595103378, 0.3746271406692316, 0.12842351754710463, 0.07503135327514861, 0.06404546880729682, 0.07215315215006823, 0.06788234512206433, 0.10471142942601301, 1.0]"
01-01-00-00,0,01-01,['01-01-00-cyl-y-03'],['pick up'],pick up yellow cylinder,"['yellow', 'cylinder']","[1.0, 0.11016482394797693, 0.01984427017291868, 0.36963078790861587, 0.0440739702000563, 1.0, 0.37660294421302243, 0.028844782797997313, 0.028643978306367217, 0.022194442453045266]"
01-01-01-01,1,01-01,['01-01-00-cyl-y-03'],['pick up'],pick up yellow small cylinder,"['yellow', 'small', 'cylinder']","[1.0, 0.049354227638750935, 0.008527072271898495, 0.22069647238999707, 0.020156167864202285, 0.5848772885043945, 0.0818182446936717, 0.012638171752081144, 0.012282229861121676, 0.009650125023882258]"
01-01-02-02,2,01-01,['01-01-00-cyl-y-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.03002406787598163, 0.005177528183339505, 0.126074268485544, 0.012106503062419465, 0.7515205306235418, 0.0541322531764519, 0.007652103330043946, 0.00746604006853923, 0.00584670519413858]"
01-01-03-03,3,01-01,['01-01-00-cyl-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.029618773367516654, 0.0054527538682234665, 0.18487970351565666, 0.012831763905516274, 0.6892956028554481, 0.055911798453055855, 0.008030845377005257, 0.007804693322570314, 0.0061740653350073555]"
01-01-04-04,4,01-01,['01-01-00-cyl-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[1.0, 0.13029246263282523, 0.021028339972045142, 0.3065273715701761, 0.04635618915695944, 1.0, 0.4109110380476643, 0.030743193891967963, 0.030712497104736596, 0.023428907623625317]"
01-01-05-00,0,01-01,['01-01-01-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.21554085259746972, 1.0, 0.0426400495900549, 0.10936138958212552, 0.07379628834484657, 0.20561000657327982, 0.16441037206907164, 0.06692722861757924, 0.07786020085178723, 0.043853611773785384]"
01-01-06-01,1,01-01,['01-01-01-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.20264388972789832, 1.0, 0.045823233146107756, 0.10862353810014533, 0.07666418182555106, 0.19886219451582107, 0.16295492022588012, 0.07194868772565671, 0.08584647033657386, 0.046632884396365815]"
01-01-07-02,2,01-01,['01-01-01-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.19625804656782683, 1.0, 0.04838418783655034, 0.10921845089929051, 0.08014615931437444, 0.1910558754498916, 0.15723745853340024, 0.07660016119175547, 0.09201759276292994, 0.04908206744398062]"
01-01-08-03,3,01-01,['01-01-01-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.18063218010521317, 1.0, 0.04932999607443582, 0.10324610890130373, 0.07508663677099316, 0.19754088311527335, 0.17333181916645152, 0.07513886396013923, 0.09698543665524921, 0.04870807525094095]"
01-01-09-04,4,01-01,['01-01-01-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.23135378994308098, 1.0, 0.04057875097164681, 0.11234270525289304, 0.07368277853958825, 0.20516783506612574, 0.15807253779556904, 0.06425389230048904, 0.07221092270367147, 0.0423367874269356]"
01-01-10-00,0,01-01,['01-01-02-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.05501081964443624, 0.0736052746305589, 1.0, 0.051034804411471096, 0.08121057849400878, 0.05568909979623888, 0.04903758504793921, 0.2667359435496923, 0.18631598642139774, 0.18135990800425678]"
01-01-11-01,1,01-01,['01-01-02-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.04999656609458248, 0.06727044011210521, 1.0, 0.046403905328235566, 0.07611195702462231, 0.05031749150806279, 0.04417093614915459, 0.3100022223058966, 0.17085116972030281, 0.18487531175703764]"
01-01-12-02,2,01-01,['01-01-02-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.050266586676976664, 0.0670784669084231, 1.0, 0.046804401629569496, 0.07735973845857481, 0.05055407973340528, 0.04435924789189889, 0.3045839899818488, 0.16204436582016232, 0.19694912289914046]"
01-01-13-03,3,01-01,['01-01-02-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.0488585668389512, 0.06563691500743174, 1.0, 0.04539998700412978, 0.07515972408593477, 0.049098031351322374, 0.043065111691909075, 0.3202271104926509, 0.16369797105059045, 0.1888565824770798]"
01-01-14-04,4,01-01,['01-01-02-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.04672100105453335, 0.0626260440040368, 1.0, 0.043491460595219085, 0.07314673756230769, 0.04683020014454693, 0.041019076439496316, 0.3395059974641326, 0.1517320912271057, 0.1949273915086215]"
01-01-15-00,0,01-01,['01-01-03-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.37042864843742573, 0.09116721282645013, 0.028942802671177527, 1.0, 0.08245854325101562, 0.19523125835915353, 0.11714008214575422, 0.042177053847933126, 0.03787274863854628, 0.03458164982254394]"
01-01-16-01,1,01-01,['01-01-03-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.3986348554260704, 0.08827481166975179, 0.027171213508170047, 1.0, 0.07791228719719012, 0.18864891097529496, 0.11137139336149719, 0.03980132536702101, 0.03574591433265248, 0.03243928816235184]"
01-01-17-02,2,01-01,['01-01-03-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.5347810594147492, 0.0580004640309342, 0.016580671898604748, 1.0, 0.04252561223402442, 0.18958739483950912, 0.09302588771740702, 0.02391724356291155, 0.022217929119719697, 0.019363737182139917]"
01-01-18-03,3,01-01,['01-01-03-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.4064602266138987, 0.08799421946950488, 0.026814903282476786, 1.0, 0.07743532105837687, 0.18528696637281022, 0.10925863099092349, 0.03938804868253167, 0.03533135519733889, 0.03203032833213843]"
01-01-19-04,4,01-01,['01-01-03-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.43040931027108253, 0.0736421546236548, 0.022226815051309388, 1.0, 0.05762707777105837, 0.21421975835459464, 0.11435839655913657, 0.031947387062526644, 0.029490347285588102, 0.026078753021049082]"
01-01-20-00,0,01-01,['01-01-04-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.11477558589682028, 0.11488649271885172, 0.08450715660249145, 0.12564735717366246, 1.0, 0.10120081958067764, 0.0823923152899145, 0.14860631414188719, 0.08898741331484979, 0.13899654528084487]"
01-01-21-01,1,01-01,['01-01-04-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.11681896325241292, 0.11505245287359057, 0.08363673267917669, 0.1292385123128512, 1.0, 0.1028965230449865, 0.08367212444303115, 0.14435501339482487, 0.08819594347536067, 0.13613373452376543]"
01-01-22-02,2,01-01,['01-01-04-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.1191067345582552, 0.11654758566480472, 0.0821268234662974, 0.13228005024481623, 1.0, 0.10428672544567585, 0.08454122866961587, 0.14189195248915107, 0.08760956218118117, 0.13160933728020255]"
01-01-23-03,3,01-01,['01-01-04-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.11786882706169785, 0.1152486664190073, 0.08311975455309036, 0.13102472314586278, 1.0, 0.10371916608892343, 0.08427362456005667, 0.14244447758732295, 0.08781083071235975, 0.13448992987167888]"
01-01-24-04,4,01-01,['01-01-04-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.12389111090581927, 0.1176481366671609, 0.07945462642121093, 0.14039391521249361, 1.0, 0.10771112794803972, 0.08690636034492873, 0.13421091791595066, 0.08574881247956144, 0.12403499210483464]"
01-01-25-00,0,01-01,['01-01-05-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[1.0, 0.2858095919409365, 0.047615213551914747, 0.381649254723418, 0.09479289301461606, 1.0, 1.0, 0.06778224506739468, 0.07049928846630824, 0.05185151323541183]"
01-01-26-01,1,01-01,['01-01-05-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[1.0, 0.3136860838369206, 0.04672575550606755, 0.35882070211121025, 0.09313365824585464, 1.0, 1.0, 0.06696585896021642, 0.06987107762485047, 0.05079686371488002]"
01-01-27-02,2,01-01,['01-01-05-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.8913465449526023, 0.027245106298853773, 0.0052855150425447795, 0.04467971293295133, 0.010515129736086709, 1.0, 1.0, 0.0074505217471353725, 0.007703545086392801, 0.0057739242034328475]"
01-01-28-03,3,01-01,['01-01-05-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.8999192542637853, 0.028347159082445693, 0.004976172030157576, 0.03721355313323935, 0.009750247318531363, 1.0, 1.0, 0.007036316448976574, 0.007354218868042934, 0.0054030788548212255]"
01-01-29-04,4,01-01,['01-01-05-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.7935995710910281, 0.058308167386270864, 0.010466597126872198, 0.07570404694975487, 0.020359302445951025, 1.0, 1.0, 0.014755924507257693, 0.015457492589753598, 0.011348897903111827]"
01-01-30-00,0,01-01,['01-01-06-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.39977255266186135, 0.23977016706752008, 0.03265994930975952, 0.13967934285199804, 0.05716770257926316, 1.0, 1.0, 0.04573461632816954, 0.05097906707064261, 0.03423660213078573]"
01-01-31-01,1,01-01,['01-01-06-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.7185292578719806, 0.09402636976741874, 0.014390558751550219, 0.08818728522502933, 0.027330796201173232, 1.0, 1.0, 0.02037127613788675, 0.02170447309634207, 0.01545998294861907]"
01-01-32-02,2,01-01,['01-01-06-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.6587230758672202, 0.1101594073197439, 0.017842953791160868, 0.1084323645383594, 0.033721302305376503, 1.0, 1.0, 0.025152829415323066, 0.026804997460157406, 0.01916306930265864]"
01-01-33-03,3,01-01,['01-01-06-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.47490300232333343, 0.1725621285554636, 0.02959798530838591, 0.15177509246498233, 0.053740750664564026, 1.0, 1.0, 0.04124492110847734, 0.044700021621172974, 0.03147609795362046]"
01-01-34-04,4,01-01,['01-01-06-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.43343777812175177, 0.18316464430924911, 0.0329620806127175, 0.16099300158608637, 0.05907646706609617, 1.0, 1.0, 0.04568566109581004, 0.04972125023846293, 0.03495911696982602]"
01-01-35-00,0,01-01,['01-01-07-cyl-y-03'],['pick up'],pick up yellow cylinder,"['yellow', 'cylinder']","[0.057711381410696996, 0.08087685418444338, 0.20849343261769482, 0.05346292983200857, 0.10771947246795945, 0.055788844824393356, 0.047937751504785964, 1.0, 0.15627631511618478, 0.23173301804183272]"
01-01-36-01,1,01-01,['01-01-07-cyl-y-03'],['pick up'],pick up yellow small cylinder,"['yellow', 'small', 'cylinder']","[0.06242784754399456, 0.08930310868298416, 0.18692524060152546, 0.05747234468775769, 0.11602255591413808, 0.06007544689972926, 0.05149992764164173, 1.0, 0.16952430851251227, 0.2067492195157168]"
01-01-37-02,2,01-01,['01-01-07-cyl-y-03'],['pick up'],pick up cylinder,['cylinder'],"[0.05834307231374785, 0.08237898553707035, 0.2090107503815775, 0.05390273397462288, 0.10751135218210096, 0.056417562438515895, 0.048487727896191504, 1.0, 0.16281976262046027, 0.2211280526557128]"
01-01-38-03,3,01-01,['01-01-07-cyl-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.05822036538761187, 0.08423032027772402, 0.2194501743378236, 0.05329788739864681, 0.10137731890690006, 0.056525830995356324, 0.04868921889077416, 1.0, 0.18856005657390165, 0.1896488272312615]"
01-01-39-04,4,01-01,['01-01-07-cyl-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.057305112793633824, 0.08051237105355534, 0.21382607205829243, 0.05302631741740318, 0.1058444858653235, 0.05545893788908385, 0.0476836938855111, 1.0, 0.15896723174163238, 0.2273757772955643]"
01-01-40-00,0,01-01,['01-01-08-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[0.07796194256989457, 0.13804978020193337, 0.1637843817280528, 0.06601191794584303, 0.0860090951256014, 0.08044661813099503, 0.07160001468655071, 0.21733508222441802, 1.0, 0.098801167386711]"
01-01-41-01,1,01-01,['01-01-08-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.07435433445172063, 0.13077947126509953, 0.1673153164627942, 0.06325745288458293, 0.08474816505339419, 0.07614469453387404, 0.0674926306483699, 0.23654248036589867, 1.0, 0.09936545433426587]"
01-01-42-02,2,01-01,['01-01-08-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[0.0745961802467503, 0.12964442707219745, 0.17249288011027997, 0.06357096512868307, 0.08464268227270753, 0.07664857455821045, 0.06806659275168261, 0.23021876806256225, 1.0, 0.10011892979692637]"
01-01-43-03,3,01-01,['01-01-08-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.06979547523790082, 0.11823460171074951, 0.18558682782819735, 0.05999330563723303, 0.08214223823652546, 0.07136684307948782, 0.06321283248734724, 0.24826505816986988, 1.0, 0.10140281761268881]"
01-01-44-04,4,01-01,['01-01-08-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.07471487256230014, 0.13011260472403266, 0.1716031041749143, 0.06364377792891185, 0.08471631324064972, 0.07675765392064922, 0.0681567345136634, 0.23030062518719957, 1.0, 0.09999431374767906]"
01-01-45-00,0,01-01,['01-01-09-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.06288482645418357, 0.07473805238887589, 0.1901241237770574, 0.06193071542181931, 0.13462501133891397, 0.06140893541864838, 0.05296516168796345, 0.258662888314278, 0.10266028519825991, 1.0]"
01-01-46-01,1,01-01,['01-01-09-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.05962826454374052, 0.07171102964617505, 0.18481239652948217, 0.05849093770371938, 0.13014862172306949, 0.05804040853534259, 0.04998321976202984, 0.2872853834250979, 0.09989973813134298, 1.0]"
01-01-47-02,2,01-01,['01-01-09-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.05809349341632441, 0.07021628519281284, 0.19617673907421107, 0.056822354995753416, 0.12326821185711687, 0.05668101218027639, 0.048878669516442035, 0.28972343682435947, 0.10013979694270346, 1.0]"
01-01-48-03,3,01-01,['01-01-09-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.05780217006311624, 0.06995586141375694, 0.17887809482989966, 0.056584900916141156, 0.12777726457836486, 0.056146830075174126, 0.048303996485858626, 0.306615351603767, 0.0979355300339212, 1.0]"
01-01-49-04,4,01-01,['01-01-09-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.05992548185585425, 0.07198566717027478, 0.1906770802376907, 0.05877886166380298, 0.12880712887001247, 0.05842970115325381, 0.050363681594715534, 0.280228412869244, 0.10080398458515148, 1.0]"
01-02-00-00,0,01-02,['01-02-00-cyl-y-03'],['pick up'],pick up yellow cylinder,"['yellow', 'cylinder']","[1.0, 1.0, 0.0680070460081454, 0.49135239592277147, 0.16559761358917174, 0.05162332356495456, 0.06329067790386672, 0.07826052307721199, 0.041051986327188046, 0.04081643360668997]"
01-02-01-01,1,01-02,['01-02-00-cyl-y-03'],['pick up'],pick up yellow small cylinder,"['yellow', 'small', 'cylinder']","[1.0, 1.0, 0.06588027521147424, 0.5087848314611229, 0.15887732017699854, 0.050153683067892245, 0.06120071119815581, 0.0754841575201927, 0.039914785415527065, 0.039704235948636604]"
01-02-02-02,2,01-02,['01-02-00-cyl-y-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.9203568402011311, 0.004632770831846809, 0.04526599720316912, 0.011112478221186304, 0.0035439867523863466, 0.004263205807361951, 0.00519946385504145, 0.002819513140710033, 0.002805743987166876]"
01-02-03-03,3,01-02,['01-02-00-cyl-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 1.0, 0.06963028425631132, 0.4806156392556282, 0.16660074652733584, 0.052958900629424877, 0.06511166652170772, 0.08089611988295915, 0.042200573386496604, 0.04198606954013633]"
01-02-04-04,4,01-02,['01-02-00-cyl-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[1.0, 1.0, 0.06270001027029751, 0.5372865346128043, 0.14533044465639178, 0.04816819696853142, 0.058185706289506284, 0.07151165472022289, 0.038476860921720014, 0.03834059156052585]"
01-02-05-00,0,01-02,['01-02-01-sph-y-03'],['pick up'],pick up yellow sphere,"['yellow', 'sphere']","[1.0, 1.0, 0.08187535694946026, 0.3984193608076578, 0.17247357738488175, 0.06328688041935684, 0.07932395949526387, 0.10208333322836592, 0.05126049123630095, 0.05127704047871257]"
01-02-06-01,1,01-02,['01-02-01-sph-y-03'],['pick up'],pick up yellow small sphere,"['yellow', 'small', 'sphere']","[0.8960969818088916, 1.0, 0.008997768508065785, 0.03789258111603771, 0.018190346077186736, 0.006987116672350105, 0.008852857235498232, 0.011581147685207946, 0.0056941605831295474, 0.005707040313632327]"
01-02-07-02,2,01-02,['01-02-01-sph-y-03'],['pick up'],pick up sphere,['sphere'],"[1.0, 1.0, 0.0777995223739471, 0.4264282706938108, 0.1703437364004376, 0.05984036114959068, 0.07449327410367719, 0.09473808862736044, 0.048212761902111566, 0.04814398474906472]"
01-02-08-03,3,01-02,['01-02-01-sph-y-03'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.7274353565817311, 1.0, 0.024693798867051305, 0.09072528633797407, 0.048767759574900385, 0.019165770904084105, 0.02472848063166509, 0.033065863503478864, 0.015683842320412592, 0.015733841278702518]"
01-02-09-04,4,01-02,['01-02-01-sph-y-03'],['pick up'],pick up yellow small solid,"['yellow', 'small', 'solid']","[0.9903753043385487, 1.0, 0.0008190341576590553, 0.003619062515297036, 0.001672265705604705, 0.0006356985867516364, 0.000801442542754428, 0.001041803161279753, 0.0005172231219601699, 0.0005181658701445553]"
01-02-10-00,0,01-02,['01-02-02-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.049788446808315776, 0.04856786227110437, 1.0, 0.049596254100962196, 0.10887412072579394, 0.35978698990023705, 0.11440603283581625, 0.06265687071014048, 0.11376875130899919, 0.09255467133863095]"
01-02-11-01,1,01-02,['01-02-02-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.056142152903867565, 0.0544850533425892, 1.0, 0.05622933967003176, 0.12912795266346025, 0.3127658287399597, 0.11837920266644164, 0.06792538350728279, 0.11183396728972463, 0.09311111921664253]"
